db_id,seq_features
DB00625,-4.400392 2.550121 0.651488 -3.274837 2.569173 2.903271 -3.289500 -2.719922 0.642771 -3.240751 -3.854914 -3.246279 -3.051179 1.403195 -2.772609 -4.091483 -2.253852 3.848473 -2.535582 3.591966 1.894823 -1.087403 -3.887027 -2.463922 -2.909893 -3.133574 -5.137041 -2.078253 -3.400865 2.340577 2.853435 -4.549775 -3.480270 -3.293666 -2.011547 -4.166364 2.669250 -0.585675 -2.598377 -2.798190 -2.058475 -1.604438 -3.082885 -1.998199 -2.779430 -2.447084 -4.580603 -3.466168 3.550388 -2.148017 -1.962638 -2.434704 -3.285529 -3.182757 -2.770906 1.620897 -4.657243 -2.472291 -3.959607 4.129783 -2.955561 3.323584 -2.710455 -4.111166
DB00627,0.384187 0.121540 0.271029 0.725640 0.296262 0.085478 0.217440 0.333205 0.511417 0.126358 0.544847 0.142126 -0.068234 0.209679 -0.689922 0.257327 0.394321 -0.332189 0.433962 0.439735 -0.328333 1.132247 -0.702918 0.276080 0.324632 0.274972 -0.087532 0.582571 -0.193402 -0.265975 0.102197 0.226728 0.157096 0.463911 0.265650 0.193075 0.071004 0.929021 0.551922 0.301934 0.011329 -0.595933 0.516307 0.249758 0.231375 0.354909 0.011000 0.289879 0.489814 0.477684 0.727316 -0.170652 0.142734 0.403846 0.494120 -0.293125 0.195154 0.008633 0.398135 0.172273 0.491076 0.349755 0.103167 0.290819
DB00629,0.755726 -0.675092 -0.528721 0.606542 -0.565788 -0.683816 0.734096 0.608919 -0.292103 0.732088 0.737233 0.747572 0.627280 -0.607544 0.735949 0.673882 0.589279 -0.631300 0.517136 -0.720768 -0.694829 0.515792 0.467249 0.695636 0.728648 0.707109 0.831131 0.557914 0.762209 -0.523516 -0.716091 0.716099 0.633580 0.554553 0.580304 0.708300 -0.665809 0.434193 0.630839 0.646530 0.749655 0.697100 0.660637 0.639052 0.651045 0.619318 0.734647 0.657827 -0.447972 0.720856 0.598990 0.578661 0.698670 0.664436 0.668378 -0.464934 0.747517 0.769091 0.735120 -0.724223 0.634999 -0.670519 0.692519 0.668158
DB00630,0.822099 -0.855843 -0.614372 0.801803 -0.690521 -0.914174 0.886892 0.802517 -0.632930 0.890917 0.715604 0.882941 0.902217 -0.735136 0.870970 0.847365 0.741523 -0.880124 0.857511 -0.830496 -0.816903 0.737359 0.833129 0.860086 0.818409 0.828204 0.646259 0.753886 0.896095 -0.682848 -0.849074 0.821000 0.790367 0.792240 0.787332 0.825072 -0.877869 0.623274 0.732990 0.841704 0.819149 0.790170 0.855532 0.860794 0.875824 0.791125 0.864005 0.819109 -0.676133 0.766309 0.680864 0.868309 0.902196 0.731390 0.758907 -0.730901 0.833430 0.813579 0.823757 -0.861044 0.766831 -0.869676 0.844171 0.784704
DB00636,0.342210 -0.093900 -0.316771 0.480571 -0.528551 -0.181838 0.305714 0.346582 -0.240294 0.266896 0.315065 0.199885 0.225186 -0.420369 -0.334214 0.107725 0.488026 -0.339763 0.539149 0.022994 -0.269482 0.803001 -0.240902 0.418962 0.276799 0.298066 -0.448003 0.554297 0.064188 -0.528743 -0.092101 0.049905 0.058922 0.334260 0.308949 0.057019 -0.185514 0.786145 0.430448 0.421256 0.209866 -0.073028 0.498299 0.501621 0.421335 0.487851 -0.016716 0.247215 0.078486 0.447206 0.632473 0.152388 0.292413 0.260616 0.486151 -0.514138 -0.013587 0.218247 0.229593 -0.094636 0.500809 0.052495 0.254103 0.385880
DB00637,-1.368142 0.908696 -0.546789 -0.615630 0.653209 0.813544 -1.406474 -0.902360 0.341086 -1.010392 -1.116900 -1.030202 -1.268238 0.780773 -1.258594 -1.480195 -0.372277 0.916386 -0.527900 1.558372 0.397785 0.045493 -1.545730 -0.683637 -1.080564 -0.913156 -2.005058 -0.342157 -1.313726 0.459178 0.934891 -1.578526 -1.302198 -1.059838 -1.772070 -2.073257 0.619410 0.099129 -0.557788 -0.804020 -0.716436 -0.598828 -0.718178 -0.383705 -0.754145 -0.581624 -1.589080 -1.402131 1.590500 -0.400673 0.021021 -0.781573 -1.138287 -1.359865 -0.368216 -0.285122 -1.898186 -0.582887 -1.272844 0.991458 -0.599841 1.417789 -0.811968 -1.465745
DB00640,0.853269 -0.465596 -0.201289 0.578541 0.124199 -0.520065 0.463087 0.656182 0.501690 0.540922 0.929971 0.600859 0.433557 -0.303056 0.736670 0.651033 0.350838 -0.473838 0.440098 -0.238098 -0.725484 0.970044 -0.096735 0.635376 0.622533 0.599250 1.069325 0.737472 0.554091 -0.813186 -0.486882 0.896718 0.392281 0.348388 0.491811 0.651147 -0.340910 0.888791 0.414003 0.437396 0.764908 -0.148863 0.645291 0.551357 0.536525 0.400633 0.660506 0.514553 -0.286754 0.472828 0.410535 0.320528 0.791882 0.505824 0.407041 -0.875336 0.687762 0.398563 0.646903 -0.570593 0.489972 -0.765481 0.510391 0.323717
DB00641,-1.804021 0.895345 0.255766 -0.559338 0.125909 0.383939 -1.270550 -1.180850 -1.247202 -0.937665 -1.350692 -0.948661 -1.022525 -0.125511 -1.433349 -1.459033 -0.580178 0.604626 -0.292527 1.516894 0.515937 0.630609 -0.833808 -0.712898 -1.149092 -1.023611 -1.849379 -0.230479 -1.484150 0.315025 1.136931 -1.855676 -1.475442 -0.980592 -1.251661 -1.961089 0.542260 0.198439 -0.432731 -0.740672 -1.205569 -0.487380 -0.694059 -0.413438 -0.716277 -0.543757 -1.683084 -1.652690 0.739688 -0.757971 -0.077330 -0.804855 -1.172957 -1.706345 -0.026477 0.555999 -1.440782 -0.507734 -1.322764 0.692367 -0.881724 1.283432 -0.678249 -1.615295
DB00643,0.824297 -0.896207 -0.695873 0.861123 -0.733799 -0.939998 0.920109 0.828530 -0.706998 0.923046 0.716892 0.917615 0.948572 -0.799153 0.881536 0.874136 0.748281 -0.868704 0.907466 -0.916486 -0.842002 0.712325 0.859735 0.889623 0.844650 0.859409 0.617595 0.767029 0.913307 -0.713220 -0.897171 0.829009 0.809912 0.810010 0.790824 0.847118 -0.920274 0.652909 0.784384 0.877744 0.854017 0.819507 0.887471 0.905275 0.898362 0.819832 0.877324 0.856239 -0.618417 0.800479 0.691909 0.886748 0.929204 0.778311 0.771697 -0.817426 0.838715 0.827833 0.843838 -0.927119 0.795319 -0.916648 0.870959 0.795584
DB00647,0.225858 -0.316162 -0.205125 0.203081 0.170703 -0.244754 0.414032 0.224271 -0.324670 0.236594 0.394130 0.285507 0.266898 -0.133642 0.150771 0.325761 0.182686 -0.077029 0.278632 -0.167872 -0.285172 0.493723 0.137462 0.319722 0.284237 0.242047 0.117783 0.291007 0.267503 0.081159 -0.319430 0.234517 0.178628 0.191328 0.715603 0.317432 -0.223535 0.638526 0.289359 0.247259 0.389998 0.313529 0.274889 0.307160 0.239615 0.150905 0.116597 0.194268 0.150115 0.274171 0.093111 0.241959 0.254063 0.153397 -0.013991 -0.039018 0.274785 0.149607 0.217058 -0.122640 0.132004 -0.141871 0.231376 -0.119415
DB00649,0.881081 -0.430430 -0.135208 0.843613 -0.446321 -0.580576 0.814162 0.723956 -0.355842 0.643905 0.815369 0.670645 0.647323 -0.524442 0.076399 0.781836 0.700562 -0.703699 0.804157 -0.385306 -0.578800 1.193355 0.197484 0.697295 0.711858 0.665026 0.430631 0.764698 0.522000 -0.626083 -0.517286 0.708202 0.629922 0.684948 0.813988 0.841668 -0.536751 0.957669 0.734958 0.729152 0.511960 0.072389 0.850607 0.699908 0.702290 0.741759 0.646158 0.735525 -0.334262 0.687722 0.769748 0.426737 0.682827 0.752279 0.696520 -0.494900 0.804718 0.457432 0.794301 -0.416561 0.782528 -0.445183 0.562998 0.813579
DB00651,-1.135227 0.868901 1.391582 -0.917368 0.346252 0.867964 -1.060941 -1.405847 0.666013 -1.058605 -1.713728 -1.007932 -0.505693 1.430877 -0.459245 -0.701210 -1.808996 0.573020 -1.084876 -0.732458 1.546327 -1.657660 0.625113 -1.429906 -1.484822 -1.275245 -0.152636 -2.205807 -0.796148 1.356860 1.003637 -0.999653 -1.064299 -1.249480 -0.485788 -0.283092 0.866496 -2.449452 -1.484859 -1.228069 -1.744727 -1.169020 -1.397563 -1.416967 -1.327648 -1.548862 -0.600494 -1.055893 -1.265689 -1.641172 -1.905840 -0.979621 -1.104954 -1.076663 -1.435059 0.451620 -0.728264 -1.403767 -1.166728 -0.054619 -1.448348 0.609358 -1.353517 -0.560876
DB00652,0.440500 -0.671736 -0.207600 0.341504 0.039914 -0.508390 0.623643 0.485101 -0.400188 0.487367 0.408440 0.544235 0.598521 -0.577104 0.615075 0.606823 0.357452 -0.220832 0.423590 -0.497418 -0.497396 0.174485 0.638062 0.525347 0.529120 0.487824 0.344435 0.369415 0.610141 0.017003 -0.639081 0.486909 0.551111 0.415917 0.803687 0.638197 -0.551616 0.437044 0.416595 0.464099 0.661071 0.739389 0.406133 0.443897 0.452268 0.325086 0.444966 0.482761 -0.240597 0.445407 0.163269 0.569350 0.421686 0.453610 0.128954 -0.100454 0.506691 0.467865 0.447655 -0.438418 0.332456 -0.554960 0.506559 0.191608
DB00654,0.821389 -0.694272 -0.388438 0.662068 -0.786926 -0.796023 0.800858 0.707173 -0.315608 0.775439 0.723918 0.766468 0.729328 -0.642491 0.805300 0.765302 0.701443 -0.897194 0.724432 -0.590559 -0.707959 0.804400 0.718221 0.772712 0.737793 0.721495 0.685574 0.690138 0.804440 -0.559694 -0.732863 0.818760 0.735417 0.746430 0.720374 0.785040 -0.714429 0.573683 0.602780 0.723732 0.736013 0.646777 0.771619 0.725836 0.785398 0.710768 0.814145 0.731951 -0.573247 0.668070 0.647696 0.728195 0.821234 0.626120 0.682612 -0.524443 0.793331 0.736946 0.776008 -0.705904 0.686448 -0.689692 0.739149 0.739808
DB00655,0.573435 -0.694027 -0.207607 0.724508 -0.103299 -0.666440 0.500085 0.748055 -0.541480 0.650810 0.369641 0.625829 0.505607 -0.538432 0.333365 0.606741 0.768183 -0.722319 0.643809 -0.336065 -0.644941 -0.037886 0.668248 0.537037 0.652435 0.700231 0.203279 0.672666 0.529547 -0.437970 -0.614538 0.612271 0.818138 0.865241 0.113850 0.459503 -0.682237 0.339285 0.742267 0.673491 0.327847 0.677223 0.648657 0.605042 0.683983 0.780983 0.677679 0.722545 -0.199764 0.731965 0.740688 0.787329 0.530155 0.784331 0.786782 -0.350070 0.450554 0.737873 0.680754 -0.431457 0.796884 -0.714169 0.674669 0.877911
DB00656,0.044455 -0.418963 -0.193838 0.068286 0.298479 -0.052873 0.199600 0.211084 -0.038324 0.118088 0.214487 0.210543 0.061257 -0.218113 0.323177 0.125890 0.220292 0.070362 0.091853 -0.046716 -0.298390 -0.384423 0.332909 0.198961 0.209548 0.168406 -0.081005 0.070555 0.303299 0.074540 -0.387658 0.016995 0.218887 0.093526 -0.270395 -0.024745 -0.148792 0.045753 0.200638 0.143909 0.463111 0.567643 0.057417 0.133089 0.128673 0.174352 0.060426 0.154649 0.264104 0.376755 0.100603 0.240673 -0.081942 0.170276 0.098449 0.128867 -0.067854 0.348163 0.123650 -0.114767 0.163503 -0.169435 0.227722 -0.023999
DB00657,0.306872 -0.297460 -0.409798 0.094075 -0.498215 -0.355763 0.403446 -0.013666 -0.096557 0.367206 0.249828 0.323773 0.431935 0.119419 0.714483 0.329677 -0.182733 -0.251238 0.064922 -0.894128 -0.055578 0.239941 0.680602 0.138775 0.162388 0.166188 0.926959 -0.115049 0.475042 0.008482 -0.282901 0.454677 0.105384 -0.033568 0.670333 0.527467 -0.370816 -0.317184 -0.098343 0.103686 0.232185 0.433569 0.150138 0.144319 0.181405 -0.074804 0.489586 0.165493 -0.700363 -0.078553 -0.258541 0.158125 0.465666 0.049627 0.015906 -0.242355 0.458004 0.143289 0.213453 -0.807712 -0.024344 -0.432794 0.166057 0.219403
DB00661,-0.179937 1.258140 0.448584 -0.356238 0.073365 0.903408 -0.438928 -0.642789 0.615439 -0.874386 -0.244718 -0.703435 -0.880822 0.795511 -2.442564 -0.520300 -0.647201 0.724060 -0.400254 0.881541 0.966796 1.508402 -1.553512 -0.762404 -0.868940 -0.894083 -0.817920 -0.381479 -1.179029 0.288365 1.196185 -0.564510 -1.096798 -0.741800 -0.030570 -0.168649 0.853221 0.348293 -0.448714 -0.710189 -1.350774 -1.670610 -0.257573 -0.526091 -0.715398 -0.614700 -0.867110 -0.877282 0.690305 -0.642471 -0.241575 -1.191753 -0.744679 -0.802333 -0.444652 0.450615 -0.503751 -1.073605 -0.480702 0.759934 -0.522164 1.196316 -1.067511 -0.468784
DB00665,-1.897121 1.194174 0.590485 -1.479509 0.710554 0.769407 -1.513889 -1.911552 0.890559 -1.383252 -2.963110 -1.304752 -0.764158 1.714186 -0.806427 -1.331120 -2.331681 1.318537 -1.561370 -0.839970 1.765419 -0.889152 0.157241 -1.837691 -1.864120 -1.873506 -0.670178 -2.172742 -1.508035 1.575540 1.551960 -1.465617 -1.710737 -1.967794 -0.273114 -0.723744 0.881852 -2.743273 -2.065182 -1.699183 -2.032069 -1.124696 -1.717104 -1.676616 -1.757229 -1.827758 -1.128825 -1.833041 -1.324257 -2.150355 -2.137166 -1.611902 -1.542541 -1.795272 -1.605442 1.190747 -0.973898 -1.736422 -1.652547 0.024631 -2.270585 0.663695 -1.722046 -1.360837
DB00668,0.604039 -0.507381 -0.334947 0.657988 -0.619199 -0.485534 0.520118 0.609312 -0.137832 0.518705 0.592024 0.562812 0.455365 -0.685013 0.182475 0.537098 0.574680 -0.474091 0.552029 -0.359202 -0.459446 0.627201 0.347296 0.587834 0.560624 0.541035 0.168551 0.606986 0.465196 -0.525054 -0.453538 0.458026 0.509325 0.572398 0.275682 0.460412 -0.440990 0.513675 0.598043 0.551648 0.388691 0.520941 0.644563 0.561789 0.549176 0.623075 0.444209 0.533928 0.126519 0.643614 0.670134 0.404604 0.453260 0.593912 0.649984 -0.552124 0.412039 0.594539 0.596043 -0.428643 0.630311 -0.460589 0.513471 0.674788
DB00669,-0.143301 -0.210467 0.067684 -0.111636 -0.073569 0.030329 0.156287 -0.125632 0.175201 0.059634 -0.034069 0.085327 0.234258 0.050352 0.551664 0.147423 -0.271402 0.165368 -0.116524 -0.443546 0.066966 -0.258212 0.410175 -0.077596 -0.031662 -0.010657 0.361541 -0.337576 0.241149 0.380053 -0.198411 0.109946 0.083108 -0.165598 0.312724 0.312421 -0.119545 -0.506287 -0.148460 -0.087256 0.002345 0.308784 -0.111177 -0.122694 -0.088530 -0.222661 0.179701 0.023681 -0.367229 -0.232890 -0.477648 0.071436 0.030313 -0.037569 -0.280772 -0.029988 0.098659 -0.029701 -0.054750 -0.460400 -0.215672 -0.290054 0.015047 -0.102356
DB00670,0.829786 -0.793194 -0.590520 0.831993 -0.724526 -0.892849 0.799546 0.770573 -0.689518 0.835029 0.762292 0.838307 0.831321 -0.689651 0.665132 0.847986 0.729229 -0.735957 0.819711 -0.783821 -0.723584 0.712295 0.702654 0.831949 0.797153 0.809190 0.638852 0.705928 0.797740 -0.664117 -0.769244 0.811190 0.740703 0.803880 0.754549 0.834801 -0.810509 0.706531 0.762045 0.819365 0.772437 0.679761 0.858243 0.805052 0.821355 0.756017 0.777898 0.795376 -0.468350 0.752532 0.700566 0.712861 0.842265 0.766366 0.710074 -0.687626 0.850743 0.746649 0.806676 -0.789669 0.783659 -0.777677 0.785502 0.781664
DB00671,0.807113 -0.882047 -0.684765 0.834548 -0.665732 -0.914812 0.875944 0.816100 -0.688651 0.908565 0.724002 0.894666 0.927883 -0.759187 0.888676 0.843016 0.748780 -0.872022 0.881720 -0.888499 -0.828015 0.578903 0.860004 0.863001 0.833479 0.849343 0.619132 0.763155 0.903078 -0.760929 -0.883130 0.814734 0.806952 0.809335 0.714883 0.799819 -0.892766 0.640063 0.770051 0.868017 0.845798 0.800593 0.858747 0.880411 0.886240 0.811022 0.867051 0.847001 -0.680400 0.795414 0.677559 0.888265 0.918570 0.777887 0.767861 -0.800780 0.822914 0.820230 0.829842 -0.899885 0.783598 -0.893821 0.863203 0.800172
DB00672,-2.036906 1.986671 3.376943 -1.447942 2.444412 2.059856 -2.725422 -1.592670 3.099685 -1.874623 -1.576137 -1.949948 -1.899246 2.058555 -1.417558 -1.522980 -2.274941 2.330975 -2.580348 1.403057 1.993726 -1.770945 -1.678205 -1.959104 -2.015076 -1.929511 -0.737834 -2.087960 -2.220970 2.005002 2.100087 -1.201099 -1.530908 -1.928567 -2.222300 -1.251791 1.903936 -3.095908 -2.046117 -2.237151 -3.285391 -1.343315 -1.808326 -2.506822 -2.142504 -1.933545 -1.342468 -1.689569 0.948691 -2.567381 -1.669742 -1.767630 -2.320575 -1.373479 -1.295996 0.351111 -1.813711 -1.924887 -1.654462 1.507875 -1.771077 1.534447 -1.979865 -1.463436
DB00673,-3.018440 1.366410 -3.187600 -1.438255 -1.554961 1.231209 -1.784143 -1.440839 -1.782346 -1.392254 -2.718484 -1.835928 -1.455994 0.264699 -1.437016 -3.018270 -0.425191 1.109643 -0.582691 1.647675 1.149712 -0.584609 -2.048166 -0.776184 -1.695314 -1.434116 -4.226947 -0.752943 -1.787357 -0.237056 1.597554 -3.498432 -2.255203 -1.438401 -1.723365 -3.501380 1.061803 -0.060578 -1.329386 -1.012582 -1.011088 -0.690868 -1.380765 -0.305009 -0.812025 -0.784718 -2.966124 -1.854402 1.323256 -1.053162 -0.227680 -0.764890 -1.056837 -2.062321 -0.589564 -1.513464 -3.736474 -0.894353 -2.561573 1.199448 -0.663984 1.611239 -1.157900 -1.326183
DB00674,0.560572 -0.685354 -0.432409 0.693862 -0.275356 -0.686288 0.615823 0.629286 -0.418989 0.679417 0.577640 0.690105 0.618899 -0.390636 0.727777 0.621432 0.599685 -0.665265 0.677082 -0.547403 -0.706373 0.618067 0.590024 0.698029 0.640622 0.654104 0.452716 0.610580 0.631877 -0.588201 -0.674953 0.634023 0.579743 0.584686 0.490046 0.504103 -0.678323 0.577284 0.641781 0.643330 0.679215 0.692914 0.678624 0.705215 0.663035 0.613614 0.615594 0.616770 -0.275037 0.649077 0.604252 0.660132 0.685569 0.565092 0.631380 -0.646888 0.566702 0.661534 0.616940 -0.610726 0.632097 -0.608648 0.658602 0.489040
DB00675,-0.662510 -0.163131 -0.952517 -0.082448 0.010584 -0.425815 -0.484074 -0.131403 -0.409916 0.030892 -0.596839 -0.015242 0.039999 -0.396394 0.353070 -0.453171 0.131851 0.003101 0.148547 0.167840 -0.406831 -0.029454 0.234084 0.123382 -0.154860 -0.053510 -0.716500 0.168138 -0.134053 -0.359168 -0.036516 -0.558799 -0.274357 -0.216742 -0.547199 -0.831085 -0.361012 0.047039 0.021202 0.044706 0.170318 0.579506 -0.067346 0.293123 0.095952 0.141764 -0.389808 -0.380813 0.182061 0.115585 0.262498 0.240078 -0.246851 -0.414526 0.267057 -0.432497 -0.565545 0.398286 -0.387883 0.058081 -0.119931 -0.059273 0.193016 -0.430015
DB00677,0.793493 -0.793953 -0.592655 0.808726 -0.682715 -0.893424 0.689621 0.738095 -0.828789 0.785834 0.741554 0.768990 0.737806 -0.595716 0.615874 0.791490 0.752598 -0.684063 0.705787 -0.596388 -0.669936 0.401612 0.690099 0.806502 0.766530 0.785204 0.714414 0.623073 0.728362 -0.701446 -0.689124 0.781846 0.759300 0.809495 0.588938 0.760332 -0.744669 0.574026 0.732843 0.773966 0.702664 0.740555 0.801075 0.685666 0.763028 0.727690 0.710080 0.758676 -0.366709 0.706239 0.733958 0.606619 0.706824 0.783939 0.687958 -0.549446 0.794975 0.745251 0.764642 -0.618705 0.778771 -0.725274 0.765532 0.745607
DB00679,0.124603 -0.199218 0.327492 0.092278 0.559609 0.011378 0.144957 0.144956 0.246467 -0.018097 0.242623 0.132770 -0.078332 -0.018006 -0.093715 0.203619 0.084247 0.189103 0.000257 0.253144 -0.235096 0.061455 -0.000827 0.091175 0.198326 0.065143 0.088081 0.043039 0.118182 0.200986 -0.130930 0.148563 0.182148 0.068415 0.202151 0.147439 0.104762 0.287563 0.173874 0.023334 0.340018 0.240776 0.043260 -0.023874 -0.016982 0.027729 0.005659 0.119114 0.620518 0.296830 0.059277 -0.063453 -0.189552 0.191615 -0.093957 0.453880 0.106009 0.078293 0.161640 0.247387 0.084842 0.014359 0.079036 -0.154468
DB00682,-0.234647 1.011309 0.991154 0.073140 0.401322 0.575025 -0.532847 -0.338288 0.955927 -0.667880 -0.345952 -0.689829 -0.851272 0.906420 -1.753069 -0.327405 -0.336158 0.301033 -0.214787 0.874694 0.561454 0.740638 -1.484674 -0.671576 -0.476712 -0.569379 -0.434526 -0.296363 -1.093699 0.452494 0.991855 -0.392242 -0.518556 -0.275847 -0.394300 -0.067778 0.769400 0.154285 -0.200505 -0.425754 -1.020244 -2.002678 -0.193819 -0.667890 -0.616091 -0.186638 -0.554808 -0.252200 0.116759 -0.237326 0.056703 -1.166497 -0.548495 -0.079057 -0.222308 0.693328 -0.092569 -1.106415 -0.244279 0.957297 -0.221180 0.933520 -0.817957 0.184761
DB00683,-0.579392 0.192618 -0.138101 -0.407872 0.117096 0.379401 -0.261296 -0.382638 -0.031123 -0.367452 -0.445876 -0.323852 -0.118103 0.275785 -0.223922 -0.345343 -0.458780 0.244228 -0.205842 0.034848 0.345748 -0.300174 -0.084525 -0.325995 -0.485535 -0.389954 -0.598958 -0.581312 -0.197256 0.475392 0.204967 -0.546263 -0.466067 -0.458648 0.020667 -0.234073 0.173149 -0.386315 -0.413967 -0.346741 -0.367490 -0.097117 -0.435118 -0.248807 -0.328245 -0.424600 -0.461312 -0.431471 -0.102812 -0.408554 -0.623634 -0.135988 -0.359650 -0.535744 -0.583304 -0.033276 -0.549764 -0.384207 -0.534887 0.048031 -0.484192 0.313858 -0.370399 -0.541970
DB00691,0.736561 -0.594073 -0.098758 0.514077 -0.171582 -0.596595 0.504093 0.601933 -0.062954 0.594440 0.745180 0.678309 0.415852 -0.276679 0.658715 0.607195 0.515516 -0.419589 0.294145 -0.485250 -0.583493 0.362736 0.264341 0.562219 0.672144 0.617964 0.744089 0.478872 0.689005 -0.613584 -0.619117 0.782960 0.531308 0.449497 0.333976 0.580560 -0.422468 0.261486 0.549844 0.496106 0.672387 0.724697 0.573005 0.471842 0.521864 0.563953 0.667535 0.560641 -0.031090 0.662551 0.495388 0.486307 0.642817 0.619760 0.544024 -0.294213 0.610853 0.667995 0.686594 -0.536876 0.568007 -0.484992 0.585285 0.460128
DB00692,0.800435 -0.703419 -0.421436 0.681072 -0.660597 -0.698426 0.756798 0.653353 -0.349087 0.752339 0.812329 0.765099 0.598552 -0.645341 0.765025 0.706238 0.635143 -0.629265 0.565431 -0.707218 -0.634152 0.377923 0.555652 0.700716 0.756666 0.733146 0.825333 0.574538 0.826907 -0.627583 -0.732107 0.760837 0.654534 0.617211 0.555619 0.687967 -0.571637 0.333355 0.666863 0.685377 0.801328 0.728302 0.699892 0.602607 0.676434 0.707292 0.754376 0.713001 -0.287224 0.716927 0.609689 0.555727 0.758671 0.705517 0.677824 -0.474446 0.709363 0.728112 0.773158 -0.809088 0.698308 -0.668408 0.723371 0.676808
DB00694,0.454951 -0.373745 -0.810805 0.335478 -0.878919 -0.421042 0.334267 0.381338 -0.925121 0.501030 0.384856 0.409255 0.467980 -0.822904 0.552696 0.288738 0.613823 -0.703018 0.553529 -0.300811 -0.470652 -0.261161 0.433845 0.360621 0.423848 0.518784 0.071275 0.556845 0.442205 -0.823869 -0.389710 0.331496 0.418670 0.588442 -0.318044 0.009564 -0.448076 0.384077 0.532483 0.578473 0.619079 0.289456 0.411521 0.513095 0.547340 0.496315 0.487143 0.445261 -0.265650 0.410935 0.547850 0.581680 0.593680 0.369202 0.618027 -0.365269 0.437109 0.529977 0.445461 -0.303173 0.511299 -0.500452 0.528493 0.473403
DB00695,0.208093 0.392293 0.269481 0.139541 -0.084665 0.180874 -0.086371 -0.033029 0.440904 -0.215135 0.026322 -0.086569 -0.223099 0.458124 -0.975007 0.152336 -0.190838 0.036661 -0.123076 -0.079850 0.354524 0.383041 -0.244746 -0.236591 -0.177041 -0.184122 0.022743 -0.287080 -0.270975 0.032953 0.303559 0.145868 -0.098569 -0.014147 -0.148828 0.387976 0.252594 -0.236797 -0.068663 -0.179496 -0.680393 -0.646306 0.035771 -0.266068 -0.216389 -0.125901 0.006443 -0.002708 -0.015220 -0.128817 -0.092577 -0.410897 -0.195424 0.091234 -0.059601 0.140406 0.174157 -0.339500 0.089289 0.033439 0.026432 0.244813 -0.367052 0.394206
DB00696,-0.466365 -0.002508 -1.253168 -0.297833 -0.435200 0.265027 0.080668 -0.226284 -0.271937 -0.098732 -0.221760 -0.250294 -0.139831 -0.190897 0.151315 -0.517968 0.014249 0.356687 0.048381 0.112076 0.090271 0.121347 -0.384602 0.072376 -0.178824 -0.144366 -0.696204 0.081116 -0.044169 -0.023458 0.013896 -0.648392 -0.393295 -0.318806 -0.017078 -0.655424 0.087200 0.244007 -0.133748 -0.058429 0.344541 -0.006958 -0.184830 0.109640 -0.009613 -0.052176 -0.543148 -0.291414 0.358735 -0.092534 -0.054682 -0.036603 -0.051721 -0.421259 -0.231453 -0.486608 -0.721185 -0.085260 -0.455988 0.009360 -0.101693 0.036431 -0.017697 -0.504368
DB00697,0.360137 -0.482300 0.381797 0.227081 0.522192 -0.239280 0.389950 0.415919 -0.053371 0.307993 0.284611 0.412334 0.345821 -0.233829 0.291075 0.451479 0.247623 -0.169168 0.213060 -0.011473 -0.469372 -0.004590 0.229208 0.391581 0.437095 0.360423 0.030617 0.195169 0.445970 -0.192425 -0.468907 0.377310 0.462895 0.280832 0.628612 0.534543 -0.312064 0.488292 0.364910 0.294987 0.489385 0.584283 0.249529 0.350590 0.264696 0.241465 0.324266 0.369743 0.154990 0.463102 0.157442 0.411605 0.187898 0.373599 0.089512 0.050367 0.434897 0.417863 0.363743 -0.082950 0.241365 -0.239508 0.355187 0.127066
DB00700,-1.763324 1.505032 -1.415821 -1.647038 -0.901017 1.504387 -1.468596 -1.925899 0.069638 -1.433692 -1.077324 -1.308814 -1.743737 1.799584 -0.850866 -1.585975 -1.567225 1.495180 -2.045548 0.045040 1.977741 -1.585623 -1.456713 -1.643213 -1.694195 -1.568053 0.251669 -2.440479 -1.120897 1.094196 1.377531 -1.297863 -1.831329 -2.178254 -1.288943 -1.174055 1.672632 -2.637470 -1.830338 -1.695104 -1.425472 -1.117676 -1.729971 -1.821270 -1.733949 -1.734156 -1.361590 -1.699512 0.508861 -1.666289 -1.638510 -1.652771 -1.370791 -1.652490 -1.276466 0.124496 -1.416634 -1.392509 -1.483848 0.198490 -1.510325 1.296926 -1.607010 -1.290954
DB00704,0.746194 -0.833570 -0.606911 0.786268 -0.540276 -0.854464 0.805687 0.788648 -0.630730 0.826252 0.670551 0.839901 0.837706 -0.846977 0.669243 0.825621 0.732539 -0.764033 0.821279 -0.827085 -0.766843 0.592367 0.784628 0.825017 0.790374 0.802321 0.474085 0.679734 0.803507 -0.592885 -0.816561 0.733139 0.764657 0.779626 0.721734 0.776316 -0.863165 0.624743 0.770986 0.816684 0.716356 0.770204 0.818278 0.800931 0.821256 0.741678 0.757441 0.797162 -0.466709 0.757785 0.658004 0.816261 0.762754 0.738042 0.716500 -0.697420 0.734026 0.786571 0.782619 -0.786248 0.755734 -0.806658 0.792110 0.735343
