db_id,seq_features
DB00413,-0.146914 -0.201253 -0.064438 -0.134450 0.120538 -0.001395 0.189534 -0.076111 0.128310 0.012125 -0.239959 0.103792 0.284741 0.166674 0.379850 0.170991 -0.333667 0.052834 -0.110610 -0.523915 0.055413 -0.260868 0.646231 -0.089494 -0.055882 -0.056669 0.217485 -0.470165 0.264909 0.417022 -0.214443 0.042248 0.043644 -0.171759 0.489907 0.327625 -0.133801 -0.518046 -0.174876 -0.118239 -0.055216 0.369257 -0.169332 -0.106170 -0.121831 -0.302641 0.148099 0.005251 -0.654961 -0.193859 -0.555002 0.142840 0.003100 -0.073780 -0.370505 0.071697 0.081932 -0.073443 -0.054015 -0.439874 -0.247301 -0.223681 -0.039563 -0.125597
DB00414,-0.495740 0.541110 2.465598 0.117143 1.810468 0.414615 -1.187926 0.427579 1.761512 -0.326828 0.099850 -0.369300 -0.775729 0.146351 -0.333399 -0.293607 0.190209 0.941040 -0.832431 1.527467 -0.090272 -0.808606 -1.476047 -0.000612 -0.060217 -0.120592 -0.418820 0.387560 -0.875694 0.106715 0.513020 0.070931 0.174326 0.043047 -1.612022 -0.477505 0.537150 -0.594348 0.027570 -0.337913 -1.073791 0.009614 -0.020959 -0.676821 -0.306829 0.303290 -0.302953 -0.038202 1.939399 -0.388855 0.696601 -0.231561 -1.028957 0.305030 0.621719 -0.349138 -0.642949 0.109362 -0.019098 1.216698 0.160149 0.237284 -0.061617 -0.238697
DB00415,0.296111 -0.481677 -0.659516 0.314019 -0.522428 -0.533946 0.443611 0.181111 -0.352117 0.467100 0.089184 0.399602 0.606717 -0.157317 0.745353 0.407622 0.027747 -0.552707 0.335808 -1.032046 -0.225370 0.081648 0.945920 0.304946 0.233602 0.300993 0.502354 0.001537 0.533475 -0.243029 -0.425538 0.388613 0.288945 0.210286 0.562515 0.519129 -0.587767 -0.296228 0.111006 0.317743 0.287297 0.475045 0.276006 0.343048 0.350069 0.173748 0.537201 0.346642 -0.949020 0.110946 -0.062513 0.454097 0.527282 0.214373 0.187895 -0.505496 0.427408 0.262546 0.274275 -0.867401 0.130943 -0.659134 0.329435 0.451579
DB00416,-0.713292 -0.098033 0.975151 -0.885083 1.236364 0.553955 -0.389920 -0.552421 -0.204626 -0.693743 -0.817082 -0.530184 -0.491941 0.204521 -0.523514 -0.163755 -0.486765 1.733189 -0.989001 0.900187 0.533214 -2.131764 -0.000096 -0.541063 -0.314310 -0.481127 -0.498003 -1.033649 -0.329154 1.817142 0.220075 -0.412965 -0.041615 -0.351729 0.396382 0.015250 0.540969 -0.392601 -0.459309 -0.616092 0.019829 0.689172 -0.884474 -0.982315 -0.781636 -0.955693 -0.853200 -0.507349 1.020286 -0.412457 -1.007727 -0.526963 -1.256694 -0.174162 -1.480203 2.072163 -0.340058 -0.495144 -0.631561 1.138254 -0.713786 0.438827 -0.462225 -1.209920
DB00417,0.781269 -0.875047 -0.657584 0.848051 -0.659959 -0.908630 0.867767 0.814856 -0.650688 0.897993 0.665470 0.876649 0.916330 -0.759842 0.867171 0.824178 0.758680 -0.858289 0.881724 -0.822903 -0.828944 0.555745 0.884954 0.879694 0.828063 0.843801 0.550433 0.760447 0.881037 -0.760523 -0.863295 0.786446 0.804409 0.806286 0.661781 0.783538 -0.895628 0.585844 0.781967 0.855436 0.819633 0.845016 0.863548 0.881030 0.878876 0.823650 0.842407 0.848356 -0.602359 0.808219 0.703000 0.874746 0.893261 0.778532 0.758268 -0.780709 0.782959 0.839885 0.803853 -0.859968 0.806161 -0.882740 0.859065 0.838257
DB00418,-0.275130 0.293949 -0.156178 -0.398431 0.271413 0.217870 -0.278422 -0.319888 0.181693 -0.375202 -0.257344 -0.309839 -0.249050 0.298134 -0.311064 -0.217811 -0.491107 0.424036 -0.368210 0.129311 0.455742 -0.112368 -0.116255 -0.306055 -0.319525 -0.358472 -0.379896 -0.524769 -0.205561 0.278179 0.298560 -0.334961 -0.369706 -0.339340 0.248896 -0.084871 0.321384 -0.160509 -0.384861 -0.364509 -0.326381 -0.233278 -0.381520 -0.309532 -0.403065 -0.543655 -0.403282 -0.300449 0.326438 -0.337152 -0.600667 -0.337164 -0.378919 -0.339451 -0.648124 0.199596 -0.274817 -0.415254 -0.414097 0.243539 -0.490573 0.344640 -0.369333 -0.411184
DB00420,-0.166307 0.237951 0.846004 -0.066001 0.944611 0.405375 -0.199612 -0.097128 0.408212 -0.400031 -0.119869 -0.173974 -0.529391 0.393994 -1.120346 -0.056486 -0.084982 0.631365 -0.228915 0.871180 0.096035 0.398046 -0.496927 -0.200189 -0.133357 -0.290688 -0.653651 -0.124630 -0.468103 0.381031 0.387950 -0.258847 -0.150889 -0.228166 -0.023877 -0.035899 0.449807 0.435981 0.025567 -0.275541 -0.319657 -0.335264 -0.108561 -0.228870 -0.342361 -0.122046 -0.418028 -0.222532 0.970739 0.126645 0.070443 -0.504450 -0.543912 0.021427 -0.194748 0.682191 -0.169239 -0.204055 -0.076063 0.736081 -0.070605 0.555728 -0.353924 -0.200121
DB00421,-0.612242 1.572033 1.442308 -1.090181 -0.032398 1.439092 -1.137171 -1.478231 1.953802 -1.303750 -0.130455 -1.078718 -1.604893 1.719177 -2.124926 -0.785284 -1.486805 1.214198 -1.832619 0.715867 1.907280 -0.002995 -1.454597 -1.555371 -1.134385 -1.304875 0.820329 -1.743415 -1.111924 1.066389 1.526985 -0.390801 -1.287707 -1.456959 -0.362048 -0.285841 1.935693 -1.659813 -1.278938 -1.516871 -1.800954 -1.248099 -1.158919 -1.741823 -1.562326 -1.376335 -0.785436 -1.125492 1.384987 -1.330716 -1.265195 -2.076000 -1.114663 -0.806538 -1.104016 1.482767 -0.565894 -1.457102 -0.721926 0.831114 -1.036717 1.724059 -1.627763 -0.442415
DB00422,0.707871 -0.648996 -0.275169 0.656305 -0.393208 -0.574350 0.735006 0.661470 -0.235279 0.631049 0.738815 0.663158 0.594206 -0.647664 0.666540 0.700052 0.647390 -0.522404 0.666153 -0.536931 -0.591794 0.510822 0.477609 0.681782 0.694990 0.673436 0.645708 0.558598 0.698699 -0.472495 -0.715617 0.609222 0.670141 0.651439 0.488279 0.670771 -0.578287 0.522033 0.684629 0.674554 0.718286 0.484272 0.642736 0.564726 0.640816 0.669980 0.636322 0.713713 -0.124699 0.688451 0.563992 0.545311 0.550304 0.706613 0.541288 -0.491970 0.650252 0.607269 0.689478 -0.547774 0.627906 -0.608885 0.658784 0.544302
DB00423,-0.691718 -0.088791 0.783473 -0.917987 2.010471 0.831865 0.142461 -0.327380 0.145458 -0.607680 -0.622578 -0.368066 -0.205173 -0.100108 0.015660 -0.097834 -0.711954 1.201631 -0.656863 0.356895 0.217140 -0.893607 0.133540 -0.398053 -0.233680 -0.480973 -0.675902 -0.613040 0.030144 1.636373 -0.148168 -0.473129 -0.023298 -0.589685 0.893482 0.060139 0.305799 -0.110996 -0.516086 -0.575656 0.213414 0.547366 -0.887602 -0.519354 -0.653671 -0.846110 -0.596918 -0.385264 0.611885 -0.329803 -1.349743 -0.017568 -0.801914 -0.385500 -1.583369 1.433305 -0.432162 -0.535909 -0.563831 0.812681 -0.941621 0.096081 -0.369844 -1.528539
DB00424,0.737409 -0.798052 -0.362735 0.773727 -0.482618 -0.868473 0.643739 0.759694 -0.368740 0.796598 0.712294 0.815762 0.743153 -0.499989 0.831316 0.787015 0.685748 -0.593490 0.713656 -0.723136 -0.770474 0.516595 0.727825 0.796254 0.759576 0.781399 0.632192 0.639279 0.780339 -0.632146 -0.801777 0.826571 0.735181 0.685035 0.502695 0.728726 -0.862484 0.558714 0.726642 0.748285 0.829716 0.798615 0.786835 0.749264 0.749542 0.719934 0.789883 0.739429 -0.395356 0.744348 0.664491 0.713564 0.791127 0.733346 0.680550 -0.581808 0.736161 0.781936 0.755366 -0.706295 0.702676 -0.751543 0.766131 0.643162
DB00425,-0.394433 -0.366563 -0.265717 -0.078342 0.569280 -0.195949 0.019542 0.000955 -0.340253 0.080886 -0.523703 0.168466 0.166390 -0.277754 0.431073 -0.014217 -0.015118 0.112995 0.083516 -0.098078 -0.467013 0.082921 0.191268 0.153045 0.097425 0.012154 -0.195583 0.102639 0.075819 0.062352 -0.234001 -0.127184 0.027408 -0.129446 0.296318 -0.041435 -0.287321 0.052679 0.064456 0.068994 0.348548 0.499895 -0.034799 0.231898 0.061776 0.111259 -0.133406 -0.077613 -0.164844 0.205595 0.024931 0.297484 -0.124949 -0.084545 -0.027325 -0.076571 0.031547 0.271090 -0.092321 0.109269 -0.179338 -0.227208 0.194296 -0.411967
DB00427,0.334522 -0.662939 0.032760 0.363067 0.334773 -0.429967 0.498058 0.530697 -0.018860 0.432286 0.320246 0.526001 0.524545 -0.405753 0.657133 0.557113 0.329283 -0.176416 0.399754 -0.435070 -0.578365 0.092358 0.572334 0.484755 0.501016 0.450617 0.131316 0.309096 0.581178 0.032853 -0.696830 0.472651 0.561342 0.346982 0.543782 0.533583 -0.570448 0.365072 0.431585 0.398148 0.654941 0.784489 0.346683 0.426882 0.395207 0.366413 0.431146 0.457435 -0.059054 0.512087 0.145011 0.596857 0.326046 0.455866 0.090419 -0.070207 0.376744 0.444361 0.413571 -0.319811 0.257152 -0.510403 0.465244 0.065372
DB00428,0.310298 -0.016441 -0.539314 -0.127348 -0.783074 -0.028872 -0.359587 0.216423 -1.152808 0.158959 0.257134 0.030462 0.089307 -1.054001 0.590214 -0.108338 0.718210 -0.745378 0.170523 0.321855 -0.183796 -2.799287 0.507677 -0.248270 0.292066 0.423723 -0.387341 0.405448 0.150371 -1.078946 -0.069266 0.151332 0.630825 0.797865 -2.512783 -0.808579 -0.029173 -0.251409 0.369618 0.410125 0.548830 -0.045303 -0.096216 0.039175 0.273460 0.322469 0.467828 0.500401 -0.317163 0.180711 0.484570 0.697685 0.494639 0.565294 0.663447 0.336352 0.231515 0.512366 0.360727 0.460512 0.450981 -0.292816 0.368110 0.824442
DB00429,0.823994 -0.890024 -0.695765 0.861322 -0.734071 -0.934338 0.920300 0.826981 -0.704398 0.918727 0.714525 0.913181 0.941819 -0.795724 0.862161 0.872618 0.748623 -0.866168 0.905264 -0.912546 -0.837748 0.720049 0.843055 0.886449 0.842742 0.857275 0.614143 0.764065 0.907788 -0.710780 -0.890718 0.826608 0.804641 0.808574 0.794362 0.846288 -0.916349 0.655334 0.785134 0.876574 0.848512 0.799680 0.887360 0.901859 0.894829 0.819933 0.872334 0.854726 -0.624284 0.797050 0.694365 0.876529 0.925469 0.778709 0.769665 -0.814514 0.838224 0.820812 0.844042 -0.923895 0.794408 -0.911501 0.866557 0.795665
DB00430,0.465556 -0.344162 -0.125558 0.324002 -0.476037 -0.449140 0.471087 0.212261 -0.206328 0.406239 0.243019 0.369354 0.542712 -0.139668 0.514662 0.441829 0.050630 -0.525383 0.347998 -0.910371 -0.155764 0.342418 0.617601 0.275970 0.246639 0.277289 0.617480 0.106111 0.441230 -0.220511 -0.358093 0.441996 0.275567 0.234947 0.604881 0.580157 -0.399984 -0.052049 0.123144 0.296312 0.246621 0.129819 0.307193 0.301420 0.323597 0.178604 0.522384 0.326134 -0.910390 0.122265 -0.011229 0.338247 0.501376 0.255105 0.182259 -0.449865 0.525693 0.155186 0.336598 -0.676785 0.155635 -0.509402 0.272901 0.426978
DB00431,0.824723 -0.895732 -0.696609 0.860993 -0.733529 -0.939592 0.920903 0.828545 -0.708774 0.922665 0.715715 0.917160 0.947518 -0.799410 0.879483 0.874196 0.748681 -0.867946 0.907492 -0.915924 -0.842123 0.713011 0.858358 0.889578 0.844390 0.859183 0.615258 0.767059 0.912307 -0.713457 -0.896746 0.829007 0.809581 0.810857 0.791740 0.847598 -0.920464 0.651775 0.784723 0.877663 0.853028 0.817033 0.887817 0.904981 0.898101 0.820296 0.876869 0.855727 -0.619094 0.800582 0.692253 0.886350 0.929683 0.778275 0.771628 -0.816554 0.838558 0.827151 0.844120 -0.927357 0.794940 -0.916581 0.870482 0.795465
DB00432,-1.395862 2.518626 1.975465 -1.511572 -0.047723 2.174168 -1.833152 -2.039684 1.580748 -2.093428 -1.783074 -2.087827 -1.689702 2.021361 -2.860620 -1.467332 -2.108330 1.067271 -1.713858 0.963276 2.506470 -1.746817 -1.487403 -2.477684 -2.173911 -2.010149 -1.364076 -2.601237 -2.265266 1.748580 2.350898 -1.578121 -1.775460 -1.627872 -1.851656 -1.062094 2.140631 -2.360185 -1.819537 -1.946901 -3.013774 -2.967024 -1.851956 -2.256727 -2.169060 -2.029941 -1.291723 -1.504459 0.296045 -2.345462 -1.853776 -2.237986 -1.889718 -1.320424 -1.755305 1.885067 -1.152580 -2.481201 -1.608400 1.485446 -1.654673 2.295503 -2.446997 -0.363404
DB00433,0.237411 -0.185703 0.317651 0.284144 0.405539 -0.088187 0.320566 0.291493 0.029549 0.118684 0.344702 0.203627 0.120885 -0.126962 0.014608 0.353528 0.216619 0.067797 0.283165 0.110765 -0.301277 0.540695 -0.089324 0.260496 0.293372 0.199277 0.126296 0.258507 0.158636 0.142593 -0.256308 0.215796 0.244134 0.211827 0.501393 0.338902 -0.046645 0.625149 0.342080 0.220658 0.323086 -0.072707 0.224006 0.164049 0.160943 0.181407 0.096497 0.277264 0.441639 0.399270 0.159451 0.094464 0.084486 0.308535 -0.009722 0.068904 0.278688 0.015497 0.257180 0.111124 0.232023 -0.053412 0.156526 -0.115366
DB00434,0.376007 -0.698211 -0.104867 0.371816 0.075448 -0.495376 0.473796 0.499090 -0.268051 0.464991 0.380044 0.542129 0.541579 -0.374628 0.708613 0.564937 0.343933 -0.166147 0.378957 -0.439058 -0.566816 -0.038049 0.699778 0.508968 0.513944 0.479025 0.211747 0.280291 0.616890 -0.040913 -0.676392 0.498547 0.585204 0.403591 0.490011 0.552828 -0.610794 0.345183 0.410594 0.428376 0.720526 0.866800 0.361772 0.436858 0.423112 0.355771 0.454581 0.463133 -0.200424 0.509811 0.181612 0.557656 0.364457 0.466438 0.125845 -0.091404 0.420366 0.510847 0.412930 -0.368643 0.287142 -0.519693 0.506642 0.151489
DB00435,-0.701634 1.353138 1.068275 -1.227450 0.068820 0.930992 -0.848277 -1.571858 0.999990 -0.989934 -1.250692 -1.023302 -0.700189 2.020081 -0.862335 -0.774477 -2.180172 0.746013 -1.511648 -0.537382 1.733878 -0.509757 -0.210210 -1.574899 -1.423184 -1.412763 0.780356 -2.031897 -0.735121 1.263749 1.219894 -0.502163 -1.381476 -1.613217 0.511561 -0.122651 0.967942 -2.175455 -1.793646 -1.473874 -1.631277 -1.233031 -1.339562 -1.426143 -1.411302 -1.782348 -0.514854 -1.216576 -1.580343 -1.876655 -2.137377 -1.457358 -0.636275 -1.482894 -1.527681 0.789826 -0.398525 -1.689583 -1.100932 -0.267146 -1.599721 0.672375 -1.587245 -0.817306
DB00436,-0.916412 2.983208 2.899040 -1.636271 0.694218 2.412289 -2.560958 -1.973712 2.875992 -2.181798 0.536276 -2.116450 -2.923430 2.699180 -3.464181 -1.524836 -1.811483 2.381362 -2.974632 2.349058 2.720484 -1.395877 -3.296075 -2.426868 -1.662767 -1.847481 1.235165 -2.144400 -2.235229 1.742221 2.607223 -0.600046 -1.893983 -1.523344 -1.851749 -1.149496 3.306219 -2.037163 -1.533426 -2.264903 -2.741975 -2.865675 -1.779997 -3.000324 -2.414884 -1.898357 -1.524748 -1.551354 2.190012 -1.828861 -1.302687 -3.396577 -2.108568 -0.947351 -1.357067 2.430414 -0.988210 -2.340186 -1.151215 2.039350 -1.373572 2.781325 -2.415184 -1.116366
DB00437,0.207740 -0.310804 -0.288396 0.286926 -0.585711 -0.382594 0.260155 0.148979 -0.277513 0.328851 0.071720 0.333303 0.481897 -0.137286 0.404708 0.368025 0.035051 -0.489907 0.299351 -0.793945 -0.118668 -0.029789 0.718845 0.167126 0.146254 0.233949 0.386041 -0.102799 0.394848 -0.135445 -0.300937 0.318972 0.249404 0.217543 0.342998 0.471726 -0.402800 -0.310753 0.103923 0.243407 0.028065 0.344495 0.225246 0.203647 0.246614 0.119099 0.468918 0.284965 -0.798315 0.042775 -0.020714 0.332909 0.344855 0.223668 0.196863 -0.372313 0.400834 0.194638 0.251194 -0.644861 0.151950 -0.447116 0.206633 0.483525
DB00438,0.257079 -0.354052 -0.602806 0.151802 -0.412847 -0.374446 0.474055 0.039211 -0.312092 0.403368 -0.082304 0.321037 0.551440 0.020614 0.620766 0.346767 -0.166288 -0.477800 0.218062 -0.943346 -0.100693 0.219209 0.792870 0.145365 0.104290 0.158038 0.646557 -0.114881 0.411829 -0.007098 -0.310853 0.357716 0.167436 0.054074 0.734734 0.511769 -0.487826 -0.335157 -0.081233 0.154565 0.171044 0.248739 0.165297 0.241771 0.242685 -0.011561 0.515123 0.192841 -1.160794 -0.109847 -0.239906 0.314178 0.483285 0.074016 0.039635 -0.323230 0.408669 0.085206 0.202948 -0.875960 -0.018449 -0.626158 0.167542 0.286705
DB00439,-0.079685 0.130290 -0.180196 0.137843 -0.032851 0.026992 -0.195561 0.001115 -0.321640 -0.101569 -0.435681 0.013731 -0.138753 -0.182075 -1.091393 -0.175808 0.113302 0.018560 0.219660 0.334349 -0.019491 0.925664 -0.208069 0.011926 -0.152782 -0.169513 -1.113404 0.278766 -0.449099 -0.196083 0.331372 -0.321214 -0.292307 -0.065145 -0.208373 -0.159536 -0.026849 0.572804 0.140745 0.020152 -0.324669 -0.052755 0.217103 0.259814 0.025880 0.172174 -0.375508 -0.275658 0.486982 0.138162 0.394451 -0.107414 -0.211265 -0.245989 0.308297 -0.109900 -0.228620 0.027245 -0.075412 0.228695 0.110465 0.335880 -0.150849 0.033616
DB00440,-0.163033 0.202271 0.178347 0.061224 -0.358652 -0.048089 -0.124746 -0.167735 0.181112 -0.170342 -0.303891 -0.087236 -0.040727 0.221230 -0.516777 -0.001716 -0.283096 -0.006989 0.005807 -0.145237 0.251944 0.463483 -0.094276 -0.217136 -0.231812 -0.236204 -0.133571 -0.273395 -0.279526 0.032046 0.303071 -0.076648 -0.241106 -0.150568 0.154988 0.197371 0.105814 -0.237440 -0.125160 -0.151144 -0.521136 -0.385297 -0.013116 -0.161624 -0.187189 -0.123021 -0.102575 -0.144955 -0.243449 -0.255441 -0.144725 -0.277191 -0.204943 -0.141100 -0.037522 0.179669 -0.010652 -0.308903 -0.076360 -0.005456 -0.209395 0.157107 -0.274874 0.108024
DB00441,-0.138417 -0.516542 -0.204599 0.717329 -1.177032 -0.595690 -0.312175 0.510877 -0.640688 0.259593 -0.267192 0.374545 0.335868 -0.706291 0.023982 0.338557 0.714274 -0.563319 0.537614 -0.704153 -0.340802 -1.816803 0.994131 0.137083 0.186373 0.512253 -0.854600 -0.348303 0.290760 -0.670466 -0.393027 -0.032352 0.617475 0.741932 -0.972929 -0.004498 -0.426075 -0.695787 0.626398 0.533521 -0.259650 0.600194 0.261146 0.092123 0.339558 0.598146 0.347320 0.540683 -0.845290 0.541860 0.574091 0.820051 -0.082040 0.676462 0.725656 -0.580962 -0.105190 0.689421 0.324389 -0.474863 0.518019 -0.417443 0.414720 1.070731
DB00443,-0.006292 -0.111791 -0.995911 0.108979 -0.657290 -0.159253 -0.080975 0.255854 -0.675203 0.106923 0.114327 0.048459 0.096980 -0.837871 -0.152533 -0.226486 0.473041 -0.318806 0.208080 0.326313 -0.229902 -0.353913 0.190942 0.309015 0.122909 0.185462 -1.153607 0.414754 -0.042673 -0.649114 -0.024068 -0.227167 0.110094 0.348795 -0.925769 -0.506818 -0.300646 0.062450 0.297241 0.208195 -0.038653 0.624041 0.228861 0.394242 0.297732 0.383778 -0.170697 0.103478 0.708887 0.238249 0.564016 0.441435 0.104962 0.098874 0.556563 -0.286785 -0.584551 0.539728 -0.020326 0.238352 0.414776 -0.186362 0.282863 0.404970
DB00444,-1.382421 1.606644 -1.185375 -1.105848 -0.454730 1.236577 -2.130673 -1.074833 -0.563529 -1.312018 -1.275701 -1.542065 -1.456261 -0.530987 -1.525973 -2.012896 -0.138715 0.356281 -0.669805 1.934368 1.010864 -2.322580 -1.383860 -1.442216 -1.265408 -1.030724 -2.971104 -0.274672 -1.758474 -0.542699 1.677903 -2.003190 -1.304992 -0.614440 -3.528799 -2.837284 1.157850 -0.419623 -0.710060 -0.765335 -0.759590 -1.345691 -1.152560 -0.877791 -0.934023 -0.497996 -1.704826 -1.339355 1.434484 -0.669272 0.113111 -0.931313 -1.371919 -1.184639 -0.025758 0.840905 -1.843352 -0.712184 -1.409662 1.804381 -0.777887 1.465213 -0.934263 -0.798445
DB00445,0.631936 -0.602128 -0.727616 0.467628 -0.796913 -0.624337 0.470688 0.605599 -0.892065 0.657494 0.535690 0.602187 0.678281 -0.980875 0.845790 0.503372 0.732025 -0.839496 0.638988 -0.480989 -0.631398 -0.501598 0.772790 0.523029 0.657910 0.713704 0.180955 0.653172 0.654925 -0.923147 -0.603870 0.570905 0.732586 0.811315 -0.399689 0.222785 -0.638383 0.324543 0.659198 0.718306 0.779996 0.575950 0.540048 0.640857 0.680736 0.626289 0.722054 0.723337 -0.362197 0.581283 0.623641 0.833194 0.794968 0.672502 0.731390 -0.398762 0.604719 0.752938 0.654312 -0.427400 0.689899 -0.711164 0.706374 0.790125
DB00446,-0.343697 0.468906 -0.607876 -0.402966 -0.959307 0.546345 -0.804549 -0.282817 -1.357151 -0.254780 -0.336923 -0.422334 -0.381882 -0.828197 -0.367264 -0.753512 0.452853 -0.457449 -0.055335 0.766082 0.232809 -2.352179 -0.131996 -0.622834 -0.310814 -0.059644 -1.538245 0.122704 -0.445646 -0.716005 0.461770 -0.666290 -0.167608 0.206226 -2.510657 -1.406486 0.260880 -0.265152 -0.000173 -0.001626 0.060611 -0.168937 -0.390855 -0.168509 -0.045064 -0.003888 -0.307592 -0.248888 0.275183 -0.111034 0.315011 0.201416 -0.113913 -0.265837 0.430173 0.129473 -0.648579 0.159425 -0.281415 0.770078 0.055872 0.225416 -0.104032 0.176402
DB00447,0.422436 -0.424366 -0.348881 0.253968 -0.410049 -0.462445 0.545697 0.145075 -0.292732 0.463665 0.065653 0.386912 0.619688 -0.138675 0.645133 0.427589 -0.031319 -0.542795 0.327960 -1.032499 -0.179416 0.341976 0.735778 0.276316 0.237342 0.260675 0.690012 0.075236 0.495181 -0.183313 -0.388402 0.443379 0.264839 0.160502 0.766674 0.566413 -0.518704 -0.116255 0.059570 0.282738 0.317866 0.215133 0.272718 0.339108 0.346937 0.137844 0.557346 0.292760 -1.080761 0.076703 -0.096682 0.364751 0.590416 0.198426 0.147130 -0.420021 0.506253 0.151428 0.308412 -0.840417 0.080125 -0.676832 0.273633 0.353287
DB00448,-0.411344 0.477461 0.361249 -0.017855 0.334902 0.231789 -0.389081 -0.351194 -0.320765 -0.429813 -0.372040 -0.250894 -0.412984 -0.301140 -1.583778 -0.451249 -0.139642 0.128370 0.018969 0.887527 0.141638 1.255738 -0.666223 -0.310787 -0.372276 -0.496523 -1.249446 0.289563 -0.860918 -0.013475 0.709157 -0.731326 -0.713390 -0.436009 -0.047064 -0.424248 0.283507 0.639762 -0.066729 -0.247849 -0.711151 -0.373397 0.021059 -0.035249 -0.240060 0.030555 -0.807321 -0.742434 0.437276 -0.230091 0.316338 -0.697010 -0.530550 -0.539014 0.239178 0.655277 -0.275992 -0.185527 -0.323207 0.740263 -0.384265 0.839012 -0.341534 -0.576427
DB00449,0.826627 -0.875366 -0.663699 0.858724 -0.719635 -0.917424 0.914058 0.823004 -0.687833 0.910317 0.725067 0.902969 0.931103 -0.785014 0.855840 0.868208 0.743819 -0.848880 0.898466 -0.888094 -0.826018 0.728000 0.831114 0.879652 0.837809 0.850314 0.626214 0.766866 0.896352 -0.700447 -0.875841 0.822818 0.798623 0.805638 0.791774 0.844314 -0.895236 0.666505 0.782736 0.868865 0.839035 0.778335 0.881501 0.893919 0.885192 0.810915 0.865106 0.849303 -0.601420 0.796581 0.693012 0.861869 0.916360 0.777559 0.767487 -0.800097 0.840085 0.812922 0.840154 -0.905049 0.793001 -0.902370 0.856354 0.795913
DB00450,-0.718465 1.299082 2.949686 -1.438786 3.431051 2.353367 -1.288278 -0.819041 3.486026 -2.064196 -0.091111 -1.425086 -2.158541 2.139789 -2.636900 -0.816548 -1.209283 3.141479 -1.974145 2.913545 1.346206 -1.345425 -2.263858 -1.522479 -0.977040 -1.405430 -1.037280 -1.403288 -1.528048 2.313479 1.166900 -0.871191 -0.923187 -1.428631 -1.596070 -0.735893 2.316448 -0.193659 -0.856330 -1.721643 -0.848477 -1.146929 -1.500780 -1.902308 -1.905364 -1.226705 -1.544912 -1.163796 4.105545 -0.574448 -1.262075 -2.126350 -2.649525 -0.491095 -2.028887 3.499894 -1.266622 -1.417853 -0.932954 2.904242 -1.179661 2.040131 -1.734265 -1.629992
DB00451,0.772949 -0.378875 -0.018221 0.806659 -0.312809 -0.465730 0.683403 0.686345 -0.175971 0.570518 0.728270 0.590127 0.517031 -0.483884 -0.046792 0.704583 0.643698 -0.506072 0.712033 -0.269120 -0.533668 1.179037 0.040869 0.630205 0.635012 0.591198 0.378977 0.741854 0.421061 -0.532159 -0.429821 0.682983 0.582550 0.683969 0.594086 0.770246 -0.470048 0.901055 0.695678 0.630031 0.403662 0.014033 0.791026 0.606939 0.614011 0.652036 0.569666 0.663699 -0.047305 0.639511 0.731804 0.332588 0.619206 0.688676 0.630595 -0.518542 0.751926 0.383321 0.737097 -0.396403 0.746134 -0.435507 0.485151 0.706051
DB00452,0.452215 -0.529185 -0.426104 0.330267 -0.562170 -0.592508 0.545148 0.224642 -0.328435 0.534973 0.143940 0.476469 0.685036 -0.239968 0.756720 0.481104 0.057195 -0.630073 0.383630 -1.101787 -0.274947 0.350394 0.822023 0.348302 0.318731 0.336591 0.668571 0.170963 0.588230 -0.237117 -0.472795 0.498459 0.330203 0.258736 0.710671 0.601235 -0.614965 -0.100447 0.116385 0.338987 0.401529 0.503226 0.345040 0.374495 0.414789 0.198001 0.613611 0.359562 -0.923168 0.154226 -0.023738 0.460468 0.615635 0.227653 0.219891 -0.520106 0.543905 0.275506 0.361394 -0.871164 0.171796 -0.709735 0.360073 0.424405
DB00454,-0.609913 0.015051 -1.000032 -0.524224 -0.103010 0.122981 -0.179744 -0.489437 -0.160420 -0.222330 -0.580355 -0.245782 0.038594 0.180505 0.281394 -0.347453 -0.535257 0.285480 -0.239427 -0.364673 0.333151 -0.486459 0.513569 -0.263282 -0.472498 -0.368108 -0.281747 -0.693873 -0.030184 0.608727 0.071442 -0.495360 -0.461899 -0.520565 0.315441 -0.286565 -0.042010 -0.610169 -0.531396 -0.345940 -0.181222 0.303979 -0.479404 -0.275896 -0.286084 -0.566593 -0.310151 -0.480655 -0.606093 -0.523428 -0.735923 -0.083262 -0.299843 -0.629252 -0.631792 -0.092455 -0.442758 -0.303109 -0.559349 -0.243992 -0.606175 0.030292 -0.256008 -0.682498
DB00455,0.160528 0.652621 1.194235 0.283042 0.639468 0.344088 -0.455412 0.134411 1.096457 -0.390894 0.294138 -0.305326 -0.683704 0.783977 -1.331068 -0.071370 0.153057 0.688863 -0.051436 0.901286 0.068423 1.351696 -1.553934 -0.141050 -0.112362 -0.197358 -0.519352 0.147162 -0.819034 0.210025 0.516210 0.047320 -0.314608 -0.177175 -0.304498 -0.051427 0.469661 0.956649 0.280763 -0.140751 -0.302977 -1.165979 0.224083 -0.142547 -0.264504 0.072188 -0.370962 -0.174164 1.288682 0.255207 0.594918 -0.868742 -0.381084 0.189990 -0.004737 0.408245 -0.093411 -0.464917 0.033621 0.980481 0.138378 1.032327 -0.455418 -0.238584
