uniprot_id,seq_features
P10721,0.107037 0.745827 -0.154342 0.348460 0.257035 -0.226245 0.045988 -0.176590 0.010944 -0.120523 -0.011174 0.215216 0.039375 -0.049888 0.060073 -0.274877 0.573391 0.055988 0.130209 0.240251 -0.030194 -0.188634 -0.302748 0.279429 0.230570 -0.141754 0.269710 0.186793 0.270777 0.070181 -0.028549 0.574079 -0.214860 -0.197030 0.342139 -0.800627 0.252411 0.132372 -0.139940 0.250248 0.253885 -0.184757 -0.001306 0.040962 0.989481 -0.205887 -0.368371 0.294624 0.226216 -0.216361 0.214763 0.376806 -0.019170 -0.069772 -0.429088 0.196942 -0.106793 -0.222017 0.162687 0.338117 0.282635 -0.142989 -0.061839 0.549338
P10809,1.061725 -1.618931 -1.449117 1.342165 1.939084 -0.898902 1.052020 -1.539134 -1.384853 1.147673 -1.691887 -0.151803 -0.498934 -1.666636 -1.807282 -1.488019 0.316119 -1.971339 -0.836634 1.880570 -1.738644 1.931596 -0.074294 1.420662 1.395990 -1.584690 -1.519104 -0.932978 -1.819854 1.627326 -1.933424 -1.307904 -1.461771 -1.788721 -1.650986 -0.037258 1.563061 1.745807 -1.690343 1.756054 1.700842 -1.628659 -1.994100 0.300818 0.281908 -1.663403 -1.225432 1.571876 0.670472 -1.498070 -0.938235 1.651119 -0.570718 -1.689970 -1.570074 -1.955984 -1.441246 -1.614225 0.904867 1.537151 -0.794209 -1.406826 -0.506349 2.076652
P10826,0.045226 0.093131 0.175609 -0.221494 -0.122753 -0.275541 -0.101235 0.211672 -0.057374 -0.029521 0.209017 -0.093898 0.045086 0.165709 0.165283 0.200100 0.075700 0.222994 0.087117 -0.232655 0.189131 -0.244297 -0.036594 -0.209745 -0.090668 0.169549 0.088073 0.160130 0.054728 -0.021830 0.184066 -0.005508 0.216610 0.171981 0.174418 0.131767 -0.198649 -0.216378 0.269910 -0.206512 -0.219327 0.193940 0.033233 -0.024193 0.114482 0.183905 0.229522 -0.204078 0.024837 0.173897 0.179568 -0.249521 0.067994 0.013724 0.036317 0.104089 0.143300 0.226986 0.005100 -0.212964 0.099123 0.231758 0.082727 -0.040511
P10827,-0.829784 -1.185034 -0.485049 0.505721 -0.639433 0.652004 -0.612125 -0.458373 0.091508 -0.863591 -0.487084 -1.467678 0.926518 -0.544691 -0.499881 -0.475115 -1.148289 -0.481104 -1.275886 0.473075 -0.482666 0.406876 -1.153681 0.544854 -0.320378 -0.514716 -1.153688 -1.099174 0.539249 -0.913524 -0.495880 0.892219 -0.471296 -0.528348 -1.046299 1.093991 0.442191 0.399584 -0.355650 0.504658 0.497682 -0.447499 -0.014601 -1.126968 -0.846339 -0.571919 -0.521123 0.562842 -1.097200 -0.551548 -1.147320 0.482116 -1.189996 0.185126 0.377551 0.547588 -0.557796 -0.500369 -0.633215 0.459578 -1.251668 -0.476933 -1.080980 -1.082202
P10828,0.250354 0.102471 -0.175905 0.133940 0.086799 -0.393491 0.136688 -0.102666 -0.420373 0.127616 -0.094105 -0.100161 -0.132260 -0.182685 -0.160321 -0.149506 0.120815 -0.086419 -0.295483 0.097019 -0.121039 0.046004 0.124680 0.163264 0.319067 -0.152138 0.071378 -0.051358 -0.172774 0.106084 -0.136057 -0.171034 -0.071008 -0.206359 0.033900 0.145230 0.150184 0.093522 -0.011287 0.143927 0.151769 -0.137150 -0.417179 0.015133 0.291754 -0.164616 -0.086212 0.181187 0.208857 -0.199102 0.137805 0.112014 0.059632 -0.389554 -0.362028 -0.104179 -0.203935 -0.107047 0.224931 0.118067 0.056785 -0.096450 0.154893 0.100376
P11142,0.124352 -2.034348 -2.362736 2.686194 1.528120 1.366064 1.126646 -2.564863 -1.000071 0.360069 -2.582185 -0.445118 0.967753 -2.453803 -2.591551 -2.728770 -0.513453 -2.580607 -2.655811 2.653610 -2.543256 2.725572 -0.402181 2.832802 1.641906 -2.692375 -2.335326 -2.363956 -0.968249 0.421889 -2.524271 -0.003016 -2.497275 -2.722601 -3.248660 0.115646 2.676308 2.646210 -2.596407 2.556340 2.738355 -2.509791 -1.688991 -0.526728 -0.972624 -2.522248 -2.530767 2.684216 -0.236283 -2.573688 -1.545200 2.773168 -1.953643 -0.540188 -0.399948 -0.542247 -2.359820 -2.679495 0.691357 2.900473 -0.954487 -2.519634 -0.662962 -0.052082
P11217,-0.399762 -0.208678 0.255108 -0.272092 -0.444701 0.391341 -0.482712 0.252396 0.402842 -0.432813 0.231175 -0.388636 0.284005 0.252043 0.243828 0.271734 -0.418672 0.243415 0.041637 -0.230532 0.238271 -0.218882 -0.444459 -0.277295 -0.454677 0.268693 -0.149756 0.021546 0.432856 -0.475614 0.241252 0.327726 0.245454 0.269558 0.021808 0.421427 -0.267758 -0.281026 0.265574 -0.273511 -0.259969 0.269596 0.421505 -0.444846 -0.511089 0.261839 0.264485 -0.277007 -0.405453 0.263388 -0.280244 -0.251877 -0.193833 0.388822 0.435253 0.353257 0.228085 0.268765 -0.473890 -0.269159 -0.274939 0.263900 -0.287188 -0.369757
P11274,1.256492 1.243078 -0.732032 0.918385 1.284747 -1.134771 1.155003 -0.794094 -1.329704 0.837319 -0.540583 1.091439 -1.190961 -0.554472 -0.569630 -0.946357 1.382102 -0.582985 0.042586 0.625578 -0.684931 0.179643 1.059344 0.799575 1.180324 -0.758723 0.126287 -0.010016 -1.090356 1.008052 -0.646486 -1.064106 -0.795749 -0.782448 -0.002645 -2.260741 0.791325 0.761174 -0.729829 0.791466 0.599072 -0.860700 -1.144103 0.771845 1.161458 -0.867926 -0.983543 0.651334 1.209510 -0.926994 0.237529 0.734811 0.358795 -1.391016 -1.960944 -1.600362 -0.749476 -0.764040 1.597793 0.726145 0.776046 -0.749216 0.711188 1.342545
P11309,0.148001 0.194285 0.105868 -0.167334 0.196594 -0.212960 0.019124 0.126367 -0.262494 0.128901 0.101011 -0.071286 -0.362161 0.067901 0.089704 0.049610 0.305511 0.118956 0.126229 -0.110588 0.083781 -0.218634 0.071061 -0.078774 0.266509 0.053080 0.145885 0.184074 -0.283161 0.139350 0.096882 -0.284421 0.069268 0.050786 0.091182 -0.138626 -0.118086 -0.115423 0.070020 -0.094695 -0.108773 0.063101 -0.178001 -0.041539 0.234864 0.071194 0.109327 -0.130479 0.135492 0.076997 0.059406 -0.137739 0.206397 -0.362979 -0.242691 -0.200176 0.125383 0.030530 -0.035502 -0.198354 0.067624 0.125915 -0.046374 0.308922
P11362,-0.049646 0.446862 -0.060480 0.120128 0.197183 -0.069590 0.114675 -0.056141 -0.189148 0.038261 0.026647 0.094167 -0.137249 0.029395 0.079009 -0.110349 0.412473 0.080909 0.050445 0.059407 0.027419 -0.172737 -0.096851 0.087562 0.040843 -0.033345 0.211900 0.088782 -0.081364 0.130689 0.033518 0.126385 -0.105363 -0.046210 0.184836 -0.640873 0.084903 0.021918 0.006378 0.065787 0.057016 -0.026213 -0.042260 0.044611 0.524324 -0.054005 -0.133366 0.071485 0.068197 -0.109365 0.089537 0.034182 -0.087452 -0.174704 -0.253644 0.020122 -0.002386 -0.068593 0.160961 0.111530 0.212632 -0.057634 -0.068413 0.271064
P11387,1.331153 0.262240 -0.835689 0.748285 1.137002 -1.033912 1.231605 -0.766258 -1.575551 1.003098 -0.814961 0.380402 -0.989857 -1.009189 -1.021466 -0.794602 0.441513 -0.899056 -0.654094 0.772156 -0.912255 0.723125 0.590762 0.892908 1.602736 -0.962930 0.334697 -0.242459 -1.193899 1.146181 -0.921794 -1.172318 -0.798467 -1.001377 -0.168096 -0.521086 0.781022 0.828393 -0.719900 0.883765 0.876956 -0.821282 -1.451408 0.835695 0.630752 -0.944729 -0.688852 0.856471 0.765219 -0.830092 0.375269 0.546397 0.362788 -1.258325 -1.200066 -1.301561 -0.890810 -0.793834 1.405176 0.796250 0.395546 -0.750638 0.677501 0.755876
P11388,0.163884 -0.429219 -0.298184 0.320403 -0.011350 0.111849 0.061250 -0.302680 -0.009309 -0.042472 -0.254994 -0.268959 0.441056 -0.424440 -0.365987 -0.252845 -0.296821 -0.327318 -0.442362 0.310754 -0.354673 0.334001 -0.373935 0.363338 0.145485 -0.304677 -0.407557 -0.205543 0.160096 -0.008340 -0.339171 0.443960 -0.282958 -0.362147 -0.370990 0.634914 0.326781 0.317435 -0.164509 0.393890 0.348206 -0.304359 -0.123028 -0.404057 -0.295161 -0.342759 -0.261086 0.407623 -0.190379 -0.346248 -0.340019 0.297298 -0.634871 -0.044565 -0.056167 -0.002290 -0.370774 -0.292364 0.143113 0.335882 -0.343721 -0.227189 -0.272260 -0.047694
P11413,-0.649445 -1.005249 -0.311498 0.565488 -0.491108 1.766857 -0.439799 -0.390811 0.943784 -0.614284 -0.508665 -0.825818 1.094090 -0.387792 -0.425878 -0.309215 -1.117336 -0.552202 -0.634387 0.560570 -0.485081 0.813018 -0.614950 0.478545 -0.497337 -0.340419 -0.524121 -0.859485 0.819066 -0.402281 -0.492872 0.826836 -0.361722 -0.411374 -0.590376 1.408552 0.439983 0.472418 -0.478993 0.517980 0.555486 -0.387073 0.435986 -0.661787 -1.450428 -0.419512 -0.371776 0.471433 -0.929140 -0.194033 -1.026501 0.670354 -0.523607 0.760201 0.857567 0.422906 -0.310246 -0.421420 -0.371395 0.567754 -0.626780 -0.498971 -0.919309 -0.558933
P11473,0.416514 0.277197 -0.288012 0.232061 0.196802 -0.707274 0.378094 -0.193426 -0.764402 0.280225 -0.217839 -0.220877 -0.384758 -0.278792 -0.260510 -0.258550 0.270274 -0.115845 -0.320750 0.174167 -0.201719 0.119855 0.240951 0.280185 0.532350 -0.239900 0.072778 -0.006609 -0.466228 0.276410 -0.250915 -0.480648 -0.185065 -0.345331 0.068886 -0.293070 0.237882 0.184448 -0.102680 0.217627 0.196746 -0.265007 -0.647577 0.094536 0.582099 -0.295353 -0.205194 0.265526 0.435266 -0.322511 0.194399 0.138284 0.202612 -0.766343 -0.759434 -0.323546 -0.353648 -0.216010 0.414806 0.217417 0.141636 -0.257900 0.281633 0.371307
P11474,0.011821 0.197444 0.331585 -0.422379 -0.222159 -0.286598 -0.077060 0.374244 -0.049132 0.048612 0.367866 -0.195946 -0.038172 0.340967 0.344963 0.359915 0.106773 0.384894 0.213975 -0.417366 0.372529 -0.486356 -0.164763 -0.364396 -0.051849 0.300164 0.044168 0.257925 -0.033286 -0.035581 0.349867 0.023253 0.352801 0.312562 0.164847 -0.201689 -0.413286 -0.369670 0.416025 -0.357520 -0.414067 0.340523 0.135632 0.064595 0.142536 0.336743 0.346815 -0.394020 0.067158 0.309023 0.178791 -0.501923 0.234299 -0.017000 0.097178 0.140130 0.345414 0.340737 -0.118274 -0.429236 0.068812 0.411236 0.007755 -0.151219
P11802,0.082230 0.038560 -0.404713 0.549119 0.175471 0.139916 0.550268 -0.498239 -0.408635 0.495708 -0.515127 -0.294390 0.357593 -0.417380 -0.667197 -0.581993 0.074177 -0.493307 -0.444830 0.564148 -0.387993 0.607604 0.429468 0.636472 1.005785 -0.632455 -0.469331 -0.514258 -0.529731 0.447107 -0.519586 -0.324306 -0.562414 -0.615035 -1.037066 -0.387120 0.563686 0.545002 -0.542247 0.437479 0.510185 -0.550088 -0.618726 0.158769 0.317200 -0.570455 -0.517184 0.596768 0.403712 -0.592599 0.362057 0.597016 -0.017463 -0.109542 -0.059812 0.307156 -0.494242 -0.468510 0.109243 0.561573 -0.128888 -0.453790 0.039695 -0.179585
P11926,-0.410065 -0.284031 0.228673 -0.216855 -0.457009 0.417099 -0.452767 0.228456 0.492138 -0.423174 0.216904 -0.379702 0.514731 0.237125 0.230956 0.233674 -0.406877 0.236696 -0.048047 -0.203248 0.218588 -0.192584 -0.413002 -0.243637 -0.484696 0.218099 -0.258281 -0.025129 0.517207 -0.464968 0.230119 0.446135 0.242101 0.260012 -0.050389 0.493061 -0.228582 -0.245330 0.265895 -0.236028 -0.226266 0.246401 0.454641 -0.430106 -0.516847 0.256627 0.231277 -0.233952 -0.404377 0.241587 -0.234213 -0.218687 -0.275426 0.509230 0.501700 0.508424 0.209378 0.249795 -0.445307 -0.216106 -0.284225 0.231357 -0.331913 -0.465527
P12004,3.798540 2.189019 -3.001362 3.299049 5.583260 -0.902002 5.889898 -2.888074 -4.202262 6.385202 -2.993264 5.905894 -2.898899 -2.639494 -3.219958 -2.828480 4.764681 -3.364285 0.262245 2.844011 -2.994466 3.554429 6.254896 3.134132 5.256581 -3.199221 1.711376 -0.569125 -5.388664 4.862796 -2.979195 -3.577793 -2.685788 -3.033998 -0.654547 -4.406973 3.385272 3.382042 -3.876116 2.894263 3.161023 -3.015871 -4.269841 5.283998 3.982760 -2.750517 -2.465875 3.127398 5.231039 -2.472215 2.699096 3.077094 2.235802 -2.912543 -2.277059 -4.344343 -2.614521 -2.784377 4.663488 3.617916 4.415321 -3.221713 4.496530 3.546630
P12268,0.081855 -0.364154 -0.141953 0.115421 0.183570 0.112675 0.044819 -0.148950 0.204070 0.163764 -0.174278 -0.034902 0.282274 -0.206620 -0.201793 -0.146616 -0.345739 -0.220138 -0.233755 0.261060 -0.182890 0.333881 -0.140727 0.164297 0.021043 -0.195251 -0.428770 -0.233918 -0.136726 0.181938 -0.207461 -0.012696 -0.141906 -0.181912 -0.287419 0.212674 0.159651 0.206985 -0.156266 0.190181 0.274063 -0.157664 -0.058815 -0.051478 -0.196698 -0.121290 -0.100436 0.193474 0.116758 -0.113923 -0.189790 0.161632 0.049648 0.094570 0.207689 0.064489 -0.089573 -0.156350 -0.091704 0.194643 -0.197683 -0.098714 -0.306512 0.012286
P12821,-0.090297 0.201582 0.269316 -0.226671 -0.233311 0.197098 -0.159872 0.268758 0.319302 -0.167395 0.267652 0.054491 0.106270 0.286166 0.274495 0.279044 -0.030266 0.256630 0.255400 -0.262879 0.251445 -0.189655 0.059211 -0.261537 -0.239845 0.286008 0.115420 0.086192 0.259348 -0.135607 0.274299 0.152615 0.258535 0.277547 0.226220 0.183041 -0.235547 -0.244279 0.207772 -0.248926 -0.292549 0.285921 0.291384 0.014915 -0.136509 0.261151 0.233700 -0.284763 -0.132962 0.287338 0.088289 -0.250776 0.003547 0.294172 0.304271 0.218703 0.298996 0.247697 -0.128523 -0.236040 0.067104 0.218007 0.121046 -0.072565
P12931,-9.273479 -10.599050 -7.167286 7.642630 -3.208443 7.406928 -3.617801 -7.511056 3.303532 -7.516510 -6.859422 -9.821637 8.551663 -6.360014 -5.709189 -7.468078 -9.686612 -6.232279 -10.754131 7.511031 -6.775387 5.623233 -12.028993 7.220486 -3.779515 -6.870098 -13.236859 -11.868792 5.737677 -8.004053 -6.440171 11.499429 -7.491693 -6.528325 -10.712747 2.304313 7.091646 6.752581 -6.734338 7.174592 7.120820 -6.991620 1.428687 -10.733122 -6.506917 -7.303565 -8.962869 7.385304 -8.481947 -7.727709 -12.536251 8.148910 -12.331492 3.052398 2.114187 3.360186 -6.851399 -7.442019 -4.739948 7.188693 -12.028167 -7.256298 -12.709406 -7.159619
P13500,-0.132732 0.230858 0.322402 -0.350712 -0.237668 -0.106669 -0.139545 0.325154 0.229704 -0.101359 0.313836 0.038359 -0.000331 0.326929 0.343133 0.338767 0.033072 0.342017 0.321769 -0.350719 0.327413 -0.310944 -0.016483 -0.338249 -0.237939 0.341431 0.249324 0.256208 0.156836 -0.078070 0.342276 0.016888 0.313955 0.351627 0.315980 -0.005003 -0.334170 -0.342683 0.306476 -0.329270 -0.346849 0.337673 0.316545 0.009004 0.023710 0.340049 0.306261 -0.346479 -0.071528 0.326969 0.166007 -0.360479 0.152607 0.198719 0.220349 0.170119 0.355562 0.333047 -0.200771 -0.350636 0.064395 0.317073 0.081453 -0.091240
P13569,1.868857 2.285068 -0.485855 1.004403 2.055533 -1.070068 2.129138 -0.376065 -0.037287 1.349816 -0.152229 3.334714 -0.691986 -0.273007 -0.325298 -0.533791 2.709426 -0.751563 0.963652 0.398152 -0.547762 0.771161 2.198185 0.840701 1.402274 -0.470106 2.208536 0.251473 -0.476283 2.767489 -0.255406 -0.011454 -0.236639 -0.386606 0.442680 -1.004468 0.758736 0.787670 -0.721368 0.754657 0.730866 -0.461904 -0.952294 3.235571 2.163072 -0.545025 -0.475159 0.559954 1.959518 -0.257272 1.544886 0.851905 1.963819 -0.284033 -0.123008 -1.608435 -0.049739 -0.368708 2.931764 0.839470 2.401578 -0.451998 3.053536 1.301610
P13612,7.713310 4.099315 -3.942736 4.130558 8.290579 -3.010397 7.784077 -3.819025 -7.981706 8.201100 -3.807248 8.058106 -9.435703 -3.848665 -4.406184 -3.371485 7.096882 -4.910257 1.278560 3.207867 -4.012223 5.013337 9.138459 3.813266 7.156322 -3.675405 5.371471 -0.691022 -8.225146 8.403918 -4.144007 -6.786382 -3.404200 -4.152577 1.114926 -4.961971 4.084224 4.336575 -5.248063 4.074988 3.986572 -4.081503 -7.258565 9.199872 7.143420 -3.885794 -3.153881 3.840915 7.759835 -2.884912 4.420460 3.798792 5.818478 -7.706062 -6.469195 -7.960795 -3.616998 -4.099780 8.921497 4.404249 6.417264 -4.094242 7.489094 7.698453
P13631,0.190080 0.285283 0.256017 -0.354781 -0.057852 -0.576995 -0.011798 0.306541 -0.203675 0.142708 0.282519 0.040053 -0.257390 0.239329 0.253715 0.287376 0.194316 0.314463 0.233646 -0.348712 0.280542 -0.367229 0.175247 -0.317133 -0.016057 0.240272 0.272401 0.275425 -0.175479 0.076947 0.264254 -0.297198 0.297205 0.250030 0.346279 -0.189740 -0.328448 -0.306928 0.341340 -0.318327 -0.349860 0.292670 -0.067951 0.162441 0.389757 0.266252 0.310385 -0.306853 0.155860 0.260115 0.375864 -0.440166 0.282513 -0.142650 -0.116473 -0.086265 0.263760 0.305961 -0.000031 -0.363433 0.232838 0.344039 0.192959 0.157028
P13726,-0.032676 0.184285 0.349573 -0.408307 -0.180646 -0.256584 -0.100038 0.370426 0.066417 -0.043195 0.370033 0.111537 -0.063931 0.346729 0.375399 0.366765 0.072645 0.388181 0.327304 -0.411295 0.350496 -0.406912 0.053551 -0.393651 -0.149995 0.351577 0.184101 0.289577 -0.014016 -0.031918 0.380941 -0.040169 0.340244 0.378728 0.287029 -0.209335 -0.400443 -0.368822 0.344809 -0.405878 -0.411500 0.375774 0.240353 0.067097 0.222204 0.377178 0.335426 -0.396567 0.037028 0.365482 0.196643 -0.461143 0.145149 0.164108 0.177071 0.163656 0.387060 0.375871 -0.186105 -0.413296 0.176500 0.373452 0.118797 -0.028545
P13866,-0.435280 -0.232432 0.237658 -0.255761 -0.427549 0.337706 -0.449353 0.241907 0.477652 -0.416362 0.234281 -0.312048 0.357911 0.265771 0.258227 0.245460 -0.389244 0.260209 0.030379 -0.212871 0.244643 -0.221194 -0.402678 -0.282225 -0.499871 0.260271 -0.190330 0.026856 0.494110 -0.479680 0.259433 0.362611 0.246710 0.292462 0.031898 0.441536 -0.244614 -0.273894 0.276160 -0.273290 -0.260528 0.266798 0.466977 -0.415193 -0.486216 0.278100 0.248251 -0.270263 -0.385913 0.255263 -0.239855 -0.237511 -0.228225 0.466505 0.426417 0.471518 0.212301 0.267831 -0.449086 -0.246597 -0.303386 0.230660 -0.273945 -0.394398
P14324,-0.191546 -0.122609 0.123867 -0.008411 -0.295536 0.442380 -0.128931 0.132398 0.359319 -0.097435 0.078710 -0.071643 0.243742 0.119595 0.086697 0.151543 -0.176448 0.074971 0.042090 -0.111735 0.101724 0.011293 -0.050387 -0.076268 -0.326246 0.124580 0.042156 -0.023641 0.210425 -0.094645 0.113032 0.178154 0.130200 0.127802 0.130905 0.415099 -0.082664 -0.087922 0.064480 -0.094673 -0.131537 0.142957 0.226666 -0.036244 -0.218271 0.136652 0.100156 -0.090800 -0.166378 0.186583 0.037704 -0.065187 -0.040366 0.372299 0.257760 0.260580 0.159520 0.076715 -0.155039 -0.022677 0.091090 0.088788 -0.052155 -0.078300
P14410,-0.510718 -0.288163 0.278060 -0.293743 -0.492083 0.418258 -0.514295 0.276839 0.544144 -0.504768 0.270827 -0.408897 0.484645 0.297879 0.289578 0.280977 -0.459723 0.291264 0.008222 -0.252679 0.281156 -0.257994 -0.504597 -0.313756 -0.571760 0.291083 -0.258166 0.000018 0.551164 -0.536725 0.293388 0.461346 0.281828 0.326482 -0.006526 0.501296 -0.285305 -0.306855 0.312417 -0.313122 -0.301047 0.300754 0.525357 -0.476788 -0.560877 0.311817 0.278529 -0.306501 -0.463846 0.293788 -0.291566 -0.270782 -0.297948 0.548152 0.526938 0.553988 0.251954 0.299491 -0.538670 -0.284405 -0.365204 0.272440 -0.349014 -0.485202
P14416,0.842042 1.325940 0.461371 -0.527305 0.418648 -1.429266 0.576856 0.454409 -0.712317 0.675917 0.521336 1.068655 -0.960417 0.413005 0.513597 0.433799 1.053050 0.472752 0.805801 -0.622438 0.445345 -0.690625 1.159723 -0.452116 0.602924 0.425019 1.079157 0.719363 -0.961690 0.787559 0.495055 -0.976306 0.403101 0.444414 0.764288 -1.684903 -0.578886 -0.426162 0.367752 -0.547340 -0.544219 0.444559 -0.475680 1.238294 1.223880 0.400565 0.361799 -0.498732 0.880239 0.446230 1.128345 -0.719252 1.066720 -0.531419 -0.647066 -0.681394 0.574311 0.450179 0.521304 -0.681019 0.995774 0.503917 1.049256 0.674379
P14550,-0.158570 0.126538 0.137366 -0.041032 -0.231774 0.549276 -0.208270 0.134110 0.364834 -0.173906 0.078915 -0.058772 0.050375 0.155910 0.096600 0.194834 -0.206415 0.036688 0.202251 -0.062047 0.086792 0.077323 0.007483 -0.112095 -0.285855 0.155203 0.277713 -0.082896 0.386768 -0.186773 0.082816 0.132763 0.141070 0.112013 0.243508 0.545798 -0.078660 -0.099468 0.007983 -0.075028 -0.052046 0.127704 0.304468 -0.055619 -0.317633 0.113352 0.140294 -0.085881 -0.148322 0.212442 -0.013404 0.028704 0.091710 0.304400 0.343093 0.221339 0.144914 0.075841 -0.079054 -0.027052 0.081904 0.068111 0.105117 -0.066341
P14598,0.393689 0.668876 -0.130723 0.183759 0.378171 -0.479225 0.534466 -0.174696 -0.250281 0.362790 -0.025986 0.427666 -0.006948 -0.059247 -0.039417 -0.197401 0.673637 0.052972 0.214690 0.136810 -0.028313 -0.115257 0.539701 0.186548 0.423931 -0.113777 0.109117 0.292309 -0.102173 0.442419 -0.013612 0.015729 -0.093666 -0.142919 0.228643 -0.804844 0.161877 0.118260 -0.034004 0.183114 0.080001 -0.197481 -0.173946 0.307427 0.493061 -0.166604 -0.193454 0.126375 0.598699 -0.244528 0.429823 0.152292 0.565305 -0.451837 -0.469004 -0.198285 -0.182466 -0.073261 0.508236 0.188090 0.599909 -0.091750 0.560311 0.111506
P14616,-0.637114 -0.443855 0.188913 -0.191100 -0.528917 0.532220 -0.596870 0.173838 0.661327 -0.553351 0.183332 -0.483029 0.598575 0.215442 0.222116 0.178092 -0.596726 0.221587 -0.122595 -0.143098 0.198449 -0.154748 -0.610507 -0.212862 -0.623493 0.203443 -0.393985 -0.107567 0.670572 -0.644430 0.208847 0.576594 0.190567 0.248197 -0.094025 0.570979 -0.181637 -0.216259 0.234388 -0.207483 -0.193908 0.216254 0.555926 -0.645095 -0.670300 0.221775 0.168059 -0.206214 -0.569151 0.192076 -0.446766 -0.148642 -0.436311 0.615244 0.569658 0.621646 0.173282 0.200678 -0.652715 -0.180025 -0.507637 0.182529 -0.518198 -0.531856
P14618,-0.280623 -2.273797 -1.160295 1.325197 0.173236 1.606088 -0.279933 -1.277046 -0.071713 -0.573607 -1.585271 -1.629772 0.815108 -1.464959 -1.546715 -1.269130 -1.495716 -1.783263 -1.693069 1.651334 -1.521938 1.854475 -1.366798 1.339415 0.099948 -1.413350 -1.720332 -1.991084 -0.076626 -0.035412 -1.648067 0.326292 -1.325155 -1.540868 -2.066926 2.209330 1.279585 1.471267 -1.382920 1.555999 1.586915 -1.331930 -0.702707 -1.333364 -1.795083 -1.512800 -1.126049 1.506432 -1.374984 -1.180431 -1.873877 1.487855 -1.651174 -0.168223 0.136242 -0.393074 -1.236685 -1.481172 -0.513490 1.409771 -1.788824 -1.316259 -1.804984 -0.182663
P14625,0.413254 -0.809410 -1.248974 1.290880 1.030787 -0.199347 1.068421 -1.294187 -0.651159 0.621434 -1.181843 -0.008167 0.106915 -1.261145 -1.258448 -1.273691 -0.185975 -1.200502 -1.239265 1.292201 -1.287134 1.114449 -0.626026 1.314769 1.029429 -1.273824 -1.016147 -0.887427 -0.473409 0.611911 -1.258301 -0.067225 -1.241758 -1.243064 -1.199945 -0.933480 1.272932 1.289617 -1.212236 1.273164 1.289921 -1.255643 -0.951857 0.520508 -0.526865 -1.235829 -1.274094 1.199703 0.401962 -1.270614 -0.600906 1.166730 -0.566063 -0.365671 -0.656975 -0.628213 -1.203252 -1.145995 1.088034 1.374713 -0.089634 -1.232781 -0.012971 -0.019924
P14735,0.077991 0.167466 0.187196 -0.132551 -0.050129 0.336530 0.144574 0.184982 0.313356 0.180102 0.179653 0.141160 0.141060 0.179279 0.158943 0.217971 -0.092358 0.132342 0.111097 -0.158383 0.159309 -0.103641 0.083299 -0.171000 -0.050779 0.180227 0.076571 0.139833 0.051962 0.204426 0.151741 -0.011110 0.201345 0.154054 0.231010 0.030027 -0.187650 -0.129480 0.145961 -0.136967 -0.178940 0.188255 0.143291 0.175733 -0.377141 0.177993 0.196835 -0.216405 0.061383 0.241227 0.036180 -0.192868 0.266316 0.159251 0.286444 -0.040962 0.244996 0.183462 0.026180 -0.146799 0.302378 0.188705 0.090992 0.056283
P14780,-0.409005 0.019018 0.242623 -0.218680 -0.326176 0.280348 -0.313158 0.239440 0.479704 -0.167049 0.257620 -0.081433 0.318517 0.256470 0.265223 0.259324 -0.229014 0.270423 0.158685 -0.253396 0.246347 -0.157318 -0.194867 -0.240955 -0.306530 0.268244 0.024123 0.157150 0.327477 -0.251789 0.284105 0.426196 0.247922 0.294766 0.223327 0.239353 -0.204078 -0.261256 0.218771 -0.252689 -0.204023 0.263315 0.467921 -0.208842 -0.095637 0.282400 0.215074 -0.223263 -0.170005 0.254801 0.090263 -0.181145 -0.251380 0.497084 0.506827 0.531981 0.274525 0.257969 -0.420431 -0.196409 -0.029074 0.236120 -0.092331 -0.329467
P14859,0.330521 0.150997 -0.082355 0.156259 0.375216 -0.036037 0.320683 -0.065308 -0.642012 0.225684 -0.045462 0.022856 -0.185351 -0.083168 -0.129225 -0.134280 0.241224 -0.163176 -0.257460 0.074385 -0.095016 0.054351 0.363533 0.134692 0.510920 -0.120370 -0.027720 -0.098923 -0.494213 0.463233 -0.128775 -0.176015 -0.055940 -0.186265 -0.128916 0.126903 0.052758 0.084761 -0.075265 0.102820 0.126352 -0.126399 -0.535326 0.436121 -0.021377 -0.148046 -0.015648 0.119652 0.444892 -0.095602 0.254096 0.021391 0.289037 -0.390619 -0.264950 -0.063357 -0.143865 -0.106364 0.209300 0.124471 0.443592 -0.074986 0.271937 0.022587
P14920,-0.138113 0.064017 0.355750 -0.437390 -0.278177 -0.163093 -0.259767 0.359720 0.142291 -0.155505 0.349931 -0.044028 0.005329 0.345430 0.367489 0.367745 -0.058761 0.378730 0.244646 -0.393564 0.355551 -0.424688 -0.085257 -0.410441 -0.281101 0.354397 0.063331 0.234219 0.093537 -0.219290 0.363483 -0.041253 0.344389 0.381614 0.236560 -0.055601 -0.419020 -0.383014 0.373839 -0.414864 -0.416267 0.378440 0.262395 -0.044368 -0.051558 0.374473 0.351910 -0.410776 -0.118517 0.354276 0.094835 -0.460424 0.083299 0.168652 0.143973 0.165009 0.361818 0.380519 -0.265941 -0.439496 -0.017847 0.381814 -0.039724 -0.127863
