TargetID,DrugID,uniprot_id,DrugBankID
T23172,D0D5ZJ,P52333,DB11763
T23172,D0G8BM,P52333,DB12500
T23172,D0O0LS,P52333,DB11986
T23172,D0PN8H,P52333,DB11697
T23172,D0VG0D,P52333,DB11651
T23172,D0YB3W,P52333,DB05424
T86273,D03ZTE,Q8TDU6,DB06777
T86273,D04DJN,Q8TDU6,DB02901
T86273,D06XMU,Q8TDU6,DB00624
T86273,D07BSQ,Q8TDU6,DB00396
T86273,D08QMX,Q8TDU6,DB00783
T86273,D0D1SG,Q8TDU6,DB00860
T86273,D0G3SH,Q8TDU6,DB01586
T86273,D0K0EK,Q8TDU6,DB01708
T86273,D0M4WA,Q8TDU6,DB05990
T86273,D0OR2L,Q8TDU6,DB02659
T86273,D02PQB,Q8TDU6,DB03619
T86273,D09NTG,Q8TDU6,DB04348
T86273,D0R9YR,Q8TDU6,DB12480
T86273,D00QPU,Q8TDU6,DB05804
T86273,D03RKW,Q8TDU6,DB08834
T86273,D0D8IS,Q8TDU6,DB02123
T24983,D01AZG,P21917,DB00734
T24983,D01FFA,P21917,DB12093
T24983,D01ZII,P21917,DB00477
T24983,D03QGM,P21917,DB00391
T24983,D05XGO,P21917,DB06016
T24983,D05ZIK,P21917,DB00370
T24983,D06OSM,P21917,DB12833
T24983,D07MEH,P21917,DB12518
T24983,D08VRO,P21917,DB12465
T24983,D09IOI,P21917,DB00543
T24983,D0D1AL,P21917,DB00502
T24983,D0G8NN,P21917,DB00413
T24983,D0H3HM,P21917,DB01238
T24983,D0H6QU,P21917,DB00714
T24983,D0H7KF,P21917,DB01224
T24983,D0I8FI,P21917,DB01064
T24983,D0J5RN,P21917,DB06413
T24983,D0K8KX,P21917,DB04216
T24983,D0R1JV,P21917,DB00246
T24983,D0R6RO,P21917,DB06148
T24983,D0R9EQ,P21917,DB00268
T24983,D0T6QX,P21917,DB09225
T24983,D0T7OW,P21917,DB00988
T24983,D0U5OE,P21917,DB00408
T24983,D0WV3U,P21917,DB00457
T24983,D0X7KB,P21917,DB00589
T24983,D0X7QQ,P21917,DB12867
T24983,D0Y6HW,P21917,DB12273
T24983,D01PIL,P21917,DB00409
T24983,D0M7LV,P21917,DB04829
T24983,D0OS6O,P21917,DB06144
T24983,D0C5RZ,P21917,DB08841
T97035,D08HVR,P14679,DB01235
T97035,D0U3EP,P14679,DB02709
T72849,D0RA5Q,Q9NZ08,DB03424
T78992,D0K8KX,Q9HC98,DB04216
T78992,D0O0LS,Q9HC98,DB11986
T35527,D02HWP,P18054,DB01243
T35527,D09JUG,P18054,DB00744
T35527,D0K8KX,P18054,DB04216
T55703,D08JAC,P02753,DB05076
T29678,D03FLC,Q99250,DB00555
T29678,D08HQK,Q99250,DB09085
T29678,D0E4DW,Q99250,DB00252
T29678,D0H0KB,Q99250,DB00740
T29678,D0X0RI,Q99250,DB00379
T29678,D0Y5UG,Q99250,DB00321
T30085,D01TNW,P31639,DB06292
T30085,D04DXA,P31639,DB11824
T30085,D06ALD,P31639,DB09038
T30085,D08DFX,P31639,DB08907
T30085,D0Q3VE,P31639,DB11827
T30085,D07FBM,P31639,DB11698
T30085,D0IJ0U,P31639,DB12214
T30085,D0OR3G,P31639,DB12236
T30085,D0U7IL,P31639,DB12713
T77350,D00UVA,P28062,DB08889
T77350,D0SH3I,P28062,DB00188
T71081,D0W4HZ,P01112,DB06448
T22285,D0I0DL,Q12879,DB08954
T67684,D01AZG,P20309,DB00734
T67684,D04JEE,P20309,DB00571
T67684,D08CTT,P20309,DB08801
T67684,D0B4TN,P20309,DB00810
T67684,D0BZ7W,P20309,DB01036
T67684,D0G8NN,P20309,DB00413
T67684,D0H3HM,P20309,DB01238
T67684,D0H7KF,P20309,DB01224
T67684,D0L4YD,P20309,DB01591
T67684,D0M6VK,P20309,DB11315
T67684,D0P1WA,P20309,DB01409
T67684,D0Q9HF,P20309,DB03128
T67684,D0RD5W,P20309,DB00424
T67684,D0RG3O,P20309,DB00572
T67684,D0T0LM,P20309,DB00670
T67684,D0U7BW,P20309,DB00411
T67684,D0VP1V,P20309,DB08897
T67684,D0Y5AM,P20309,DB00496
T67684,D07EFM,P20309,DB04365
T67684,D0GP8P,P20309,DB12526
T67684,D0F5LH,P20309,DB01062
T88975,D0L0ZF,Q14432,DB12082
T88975,D0NJ3V,Q14432,DB01113
T88975,D0R4UW,Q14432,DB01656
T88975,D0Y9ZE,Q14432,DB00235
T88975,D03QJL,Q14432,DB05266
T88975,D0R6MT,Q14432,DB07954
T50224,D0EG1I,O75582,DB08895
T50224,D03KKR,O75582,DB08162
T55959,D01AXB,Q01959,DB00476
T55959,D01JMC,Q01959,DB04871
T55959,D01UTL,Q01959,DB01151
T55959,D02PPN,Q01959,DB00422
T55959,D02XOK,Q01959,DB08918
T55959,D04CRN,Q01959,DB00289
T55959,D04XPW,Q01959,DB00907
T55959,D06GDY,Q01959,DB00715
T55959,D06ZUK,Q01959,DB00458
T55959,D07HQC,Q01959,DB00745
T55959,D09VGC,Q01959,DB04896
T55959,D0H8QL,Q01959,DB00579
T55959,D0HQ6N,Q01959,DB00245
T55959,D0J5RN,Q01959,DB06413
T55959,D0K0TC,Q01959,DB01104
T55959,D0O3FG,Q01959,DB06700
T55959,D0P1UX,Q01959,DB00285
T55959,D0T3LF,Q01959,DB01576
T55959,D0T7OW,Q01959,DB00988
T55959,D0TR5X,Q01959,DB00472
T55959,D0X4ZR,Q01959,DB01156
T55959,D0Y5DO,Q01959,DB00215
T55959,D0Y5UG,Q01959,DB00321
T55959,D0ZS8P,Q01959,DB01242
T55959,D03QIE,Q01959,DB04889
T55959,D0F5NJ,Q01959,DB01454
T55959,D01NJT,Q01959,DB12395
T55959,D06BPG,Q01959,DB04821
T55959,D02TMK,Q01959,DB01509
T55959,D02YOO,Q01959,DB09186
T55959,D08AWN,Q01959,DB06731
T55959,D09VTJ,Q01959,DB01892
T86679,D06IAR,P29275,DB00640
T86679,D09QEI,P29275,DB00806
T86679,D0B3HD,P29275,DB00201
T86679,D0F8RA,P29275,DB00277
T86679,D0R4UW,P29275,DB01656
T86679,D0XE1C,P29275,DB06213
T86679,D0F4ZY,P29275,DB11757
T86679,D0E4WF,P29275,DB02282
T68834,D0G2MW,Q8TDS5,DB00159
T68834,D0Q5XX,Q8TDS5,DB03756
T25637,D0X5SD,Q9Y4K0,DB00822
T25637,D0Q6PI,Q9Y4K0,DB04325
T87020,D0G7UX,Q02790,DB00091
T81735,D09XZB,P78527,DB00317
T81735,D0B3HD,P78527,DB00201
T81735,D0E6XR,P78527,DB01254
T81735,D0J5VR,P78527,DB09054
T81735,D0R0MW,P78527,DB01268
T81735,D0R4OM,P78527,DB00831
T81735,D0W5HK,P78527,DB00398
T81735,D0H2UB,P78527,DB04786
T81735,D0UP1Z,P78527,DB12108
T81735,D0W7HE,P78527,DB12015
T81735,D0P1JI,P78527,DB08059
T76414,D0I0DL,Q13224,DB08954
T76414,D0LD9S,Q13224,DB00127
T29683,D0IP6X,P29371,DB04872
T03687,D0E3SH,Q9UKV0,DB06603
T03687,D0E7PQ,Q9UKV0,DB02546
T03687,D0Y3KG,Q9UKV0,DB00313
T03687,D05KED,Q9UKV0,DB12376
T03687,D0B1FE,Q9UKV0,DB12610
T03687,D0B7CH,Q9UKV0,DB06819
T03687,D0E6UZ,Q9UKV0,DB11891
T03687,D0GH3Q,Q9UKV0,DB12645
T03687,D0L2UQ,Q9UKV0,DB05223
T03687,D0M8FD,Q9UKV0,DB11841
T03687,D0XT6W,Q9UKV0,DB05015
T03687,D0Z4RC,Q9UKV0,DB12174
T94479,D03ZBT,P23443,DB08865
T94479,D0EG1I,P23443,DB08895
T76914,D09GOS,P22001,DB00257
T76914,D0J2TN,P22001,DB01081
T76914,D0R0FE,P22001,DB00661
T76914,D0QR5G,P22001,DB12216
T79232,D04JEE,P37288,DB00571
T79232,D08FJL,P37288,DB01282
T79232,D0VU2X,P37288,DB00872
T82083,D0H2UB,P51582,DB04786
T94880,D03ZBT,Q06418,DB08865
T75015,D0O0LS,Q9NZJ5,DB11986
T82665,D05EAM,O14744,DB00738
T82665,D00FLT,O14744,DB01910
T70309,D08IWD,P18405,DB01216
T70309,D0A9YA,P18405,DB01126
T35842,D0X9PF,Q01726,DB11653
T63966,D01PZD,P17948,DB06436
T63966,D01ZRI,P17948,DB06626
T63966,D03ZBT,P17948,DB08865
T63966,D07POC,P17948,DB00530
T63966,D09GDD,P17948,DB08896
T63966,D0G6QF,P17948,DB05294
T63966,D0H0EQ,P17948,DB08901
T63966,D0IQ6P,P17948,DB08875
T63966,D0R0FO,P17948,DB09078
T63966,D0R0MW,P17948,DB01268
T63966,D0W5HK,P17948,DB00398
T63966,D03LWG,P17948,DB11886
T63966,D07KYT,P17948,DB12874
T63966,D08HOM,P17948,DB11694
T63966,D09VMI,P17948,DB04849
T63966,D0D1GF,P17948,DB12307
T63966,D0M0XB,P17948,DB11805
T63966,D0P6DJ,P17948,DB04879
T63966,D0W7JZ,P17948,DB11800
T17980,D03ZBT,P06241,DB08865
T17980,D0E6XR,P06241,DB01254
T17980,D0OB0F,P06241,DB06616
T17980,D0T7OW,P06241,DB00988
T17980,D00UZR,P06241,DB09073
T17980,D03LWG,P06241,DB11886
T17980,D08HOM,P06241,DB11694
T17980,D0L4FS,P06241,DB01645
T12541,D0J5VR,Q9UBF8,DB09054
T12541,D03LWG,Q9UBF8,DB11886
T58772,D0VG0D,P42345,DB11651
T58772,D0VG0D,Q8N122,DB11651
T58772,D0VG0D,Q9BVC4,DB11651
T58772,D0VG0D,Q96B36,DB11651
T58772,D0VG0D,Q8TB45,DB11651
T29728,D03LWG,Q9Y6M4,DB11886
T94201,D0U3SY,Q96SB4,DB11363
T61792,D00BCP,Q92887,DB00672
T61792,D00DKK,Q92887,DB00982
T61792,D00FGO,Q92887,DB01042
T61792,D00IBN,Q92887,DB00554
T61792,D00KVO,Q92887,DB00518
T61792,D00MIN,Q92887,DB00550
T61792,D00NKB,Q92887,DB00384
T61792,D00WAM,Q92887,DB00774
T61792,D00WUF,Q92887,DB00230
T61792,D00YZA,Q92887,DB04572
T61792,D00YZD,Q92887,DB08930
T61792,D01AJY,Q92887,DB00181
T61792,D01AZG,Q92887,DB00734
T61792,D01DBQ,Q92887,DB00444
T61792,D01GBY,Q92887,DB00967
T61792,D01MDT,Q92887,DB00697
T61792,D01MUR,Q92887,DB01194
T61792,D01OXI,Q92887,DB00262
T61792,D01STB,Q92887,DB00178
T61792,D01UTL,Q92887,DB01151
T61792,D01UXC,Q92887,DB00335
T61792,D01XNB,Q92887,DB00338
T61792,D01XYJ,Q92887,DB00495
T61792,D01ZII,Q92887,DB00477
T61792,D01ZSO,Q92887,DB01171
T61792,D02DPA,Q92887,DB00501
T61792,D02FEM,Q92887,DB00826
T61792,D02HED,Q92887,DB00850
T61792,D02LCR,Q92887,DB13025
T61792,D02STN,Q92887,DB05812
T61792,D02TLO,Q92887,DB01181
T61792,D02YIZ,Q92887,DB00199
T61792,D03CQE,Q92887,DB01044
T61792,D03DDR,Q92887,DB00468
T61792,D03ELL,Q92887,DB06288
T61792,D03HJK,Q92887,DB00207
T61792,D03JSJ,Q92887,DB00410
T61792,D03KQF,Q92887,DB00934
T61792,D03NHW,Q92887,DB01165
T61792,D03QWT,Q92887,DB06211
T61792,D03RTS,Q92887,DB00482
T61792,D03TVW,Q92887,DB01423
T61792,D03TYI,Q92887,DB01223
T61792,D03VPC,Q92887,DB01166
T61792,D03XOC,Q92887,DB01108
T61792,D03YLZ,Q92887,DB08621
T61792,D04AAW,Q92887,DB00369
T61792,D04EGX,Q92887,DB00248
T61792,D04FBR,Q92887,DB00688
T61792,D04ITO,Q92887,DB01220
T61792,D04JCN,Q92887,DB01186
T61792,D04JEE,Q92887,DB00571
T61792,D04JPJ,Q92887,DB01206
T61792,D04MSM,Q92887,DB00564
T61792,D04NXQ,Q92887,DB00487
T61792,D04OSE,Q92887,DB01115
T61792,D04VMT,Q92887,DB00489
T61792,D04WFD,Q92887,DB00540
T61792,D04XGT,Q92887,DB11989
T61792,D04YMH,Q92887,DB01283
T61792,D04ZTY,Q92887,DB04878
T61792,D05AFX,Q92887,DB12293
T61792,D05DVP,Q92887,DB00549
T61792,D05EAM,Q92887,DB00738
T61792,D05FTJ,Q92887,DB00784
T61792,D05GJW,Q92887,DB00242
T61792,D05HPI,Q92887,DB00080
T61792,D05HSC,Q92887,DB01199
T61792,D05LEO,Q92887,DB00544
T61792,D05LKP,Q92887,DB00359
T61792,D05MQK,Q92887,DB00820
T61792,D05OFX,Q92887,DB06218
T61792,D05UVD,Q92887,DB00373
T61792,D05VLS,Q92887,DB00533
T61792,D05ZGQ,Q92887,DB09555
T61792,D05ZIK,Q92887,DB00370
T61792,D06ABF,Q92887,DB00455
T61792,D06BEP,Q92887,DB00475
T61792,D06CTE,Q92887,DB00724
T61792,D06GAM,Q92887,DB04576
T61792,D06GDY,Q92887,DB00715
T61792,D06JPB,Q92887,DB00153
T61792,D06NXY,Q92887,DB00977
T61792,D06OIV,Q92887,DB01124
T61792,D06OMK,Q92887,DB00864
T61792,D06OVY,Q92887,DB00671
T61792,D06PSS,Q92887,DB00731
T61792,D06TNL,Q92887,DB00903
T61792,D06UDG,Q92887,DB00177
T61792,D06WTZ,Q92887,DB00227
T61792,D06XAE,Q92887,DB06751
T61792,D06XMU,Q92887,DB00624
T61792,D06YYD,Q92887,DB05351
T61792,D06ZII,Q92887,DB00402
T61792,D06ZUK,Q92887,DB00458
T61792,D07ABV,Q92887,DB01263
T61792,D07BCT,Q92887,DB00684
T61792,D07CWD,Q92887,DB01005
T61792,D07HGR,Q92887,DB00722
T61792,D07HVY,Q92887,DB00625
T61792,D07IEF,Q92887,DB09020
T61792,D07IPB,Q92887,DB00385
T61792,D07JGT,Q92887,DB00779
T61792,D07KSG,Q92887,DB00675
T61792,D07POC,Q92887,DB00530
T61792,D07QCE,Q92887,DB00993
T61792,D07SUG,Q92887,DB01008
T61792,D07TQV,Q92887,DB00709
T61792,D07UYO,Q92887,DB00601
T61792,D07VDZ,Q92887,DB00273
T61792,D07VLY,Q92887,DB00997
T61792,D07WEP,Q92887,DB01119
T61792,D07XGR,Q92887,DB01039
T61792,D07XSN,Q92887,DB00987
T61792,D08HVR,Q92887,DB01235
T61792,D08IWD,Q92887,DB01216
T61792,D08JIV,Q92887,DB00381
T61792,D08PIQ,Q92887,DB00959
T61792,D08QIP,Q92887,DB01411
T61792,D08ROP,Q92887,DB01097
T61792,D08USJ,Q92887,DB01400
T61792,D08VRO,Q92887,DB12465
T61792,D08VXL,Q92887,DB09282
T61792,D08VYV,Q92887,DB01233
T61792,D08ZEB,Q92887,DB00356
T61792,D09CZA,Q92887,DB00287
T61792,D09DWL,Q92887,DB00962
T61792,D09EGZ,Q92887,DB00608
T61792,D09HNR,Q92887,DB00976
T61792,D09HVL,Q92887,DB00006
T61792,D09IOI,Q92887,DB00543
T61792,D09IPV,Q92887,DB01406
T61792,D09JUG,Q92887,DB00744
T61792,D09LNI,Q92887,DB00196
T61792,D09LWS,Q92887,DB00973
T61792,D09MGR,Q92887,DB01628
T61792,D09NIA,Q92887,DB00310
T61792,D09QEI,Q92887,DB00806
T61792,D09TBD,Q92887,DB00263
T61792,D09WEJ,Q92887,DB09018
T61792,D09XQF,Q92887,DB00951
T61792,D09XZB,Q92887,DB00317
T61792,D0A0OO,Q92887,DB00701
T61792,D0A2ZX,Q92887,DB00916
T61792,D0A5SE,Q92887,DB04854
T61792,D0A9YA,Q92887,DB01126
T61792,D0AA2D,Q92887,DB04794
T61792,D0AN7B,Q92887,DB01065
T61792,D0AO5H,Q92887,DB00440
T61792,D0AP9T,Q92887,DB01330
T61792,D0AV3G,Q92887,DB01184
T61792,D0AZ3C,Q92887,DB00619
T61792,D0B2UZ,Q92887,DB00433
T61792,D0B3HD,Q92887,DB00201
T61792,D0B7EB,Q92887,DB00773
T61792,D0B7NG,Q92887,DB01114
T61792,D0B8UJ,Q92887,DB01280
T61792,D0BA9U,Q92887,DB00367
T61792,D0BM5G,Q92887,DB00799
T61792,D0BP9C,Q92887,DB06414
T61792,D0C4RB,Q92887,DB01229
T61792,D0C6NM,Q92887,DB00654
T61792,D0C8EU,Q92887,DB00853
T61792,D0CL9S,Q92887,DB01265
T61792,D0CT9C,Q92887,DB00531
T61792,D0CW1P,Q92887,DB00443
T61792,D0D0BE,Q92887,DB13026
T61792,D0D0ZD,Q92887,DB00491
T61792,D0D1AL,Q92887,DB00502
T61792,D0D1SG,Q92887,DB00860
T61792,D0D2VS,Q92887,DB00990
T61792,D0D4JO,Q92887,DB09274
T61792,D0D5GD,Q92887,DB01205
T61792,D0D7KC,Q92887,DB06274
T61792,D0D7LA,Q92887,DB00331
T61792,D0DJ1B,Q92887,DB00788
T61792,D0E0SW,Q92887,DB04880
T61792,D0E1SW,Q92887,DB00819
T61792,D0E1XL,Q92887,DB01202
T61792,D0E6OC,Q92887,DB07615
T61792,D0E6XR,Q92887,DB01254
T61792,D0E6YQ,Q92887,DB00382
T61792,D0E7PQ,Q92887,DB02546
T61792,D0EG1I,Q92887,DB08895
T61792,D0F2PO,Q92887,DB00960
T61792,D0F6EO,Q92887,DB01060
T61792,D0F8RA,Q92887,DB00277
T61792,D0F9GE,Q92887,DB00975
T61792,D0FM2P,Q92887,DB00180
T61792,D0G4OD,Q92887,DB00560
T61792,D0G5AG,Q92887,DB12617
T61792,D0G8NN,Q92887,DB00413
T61792,D0G9YH,Q92887,DB00276
T61792,D0GY5Z,Q92887,DB00945
T61792,D0H0KB,Q92887,DB00740
T61792,D0H0ND,Q92887,DB00641
T61792,D0H3HM,Q92887,DB01238
T61792,D0H3WI,Q92887,DB00811
T61792,D0H6QU,Q92887,DB00714
T61792,D0H8FH,Q92887,DB00808
T61792,D0I0EG,Q92887,DB01197
T61792,D0I2MK,Q92887,DB00264
T61792,D0I6IB,Q92887,DB00469
T61792,D0IT2G,Q92887,DB01234
T61792,D0IT2X,Q92887,DB00821
T61792,D0J1MI,Q92887,DB00643
T61792,D0J1VY,Q92887,DB00494
T61792,D0J2KV,Q92887,DB01182
T61792,D0J4JM,Q92887,DB00206
T61792,D0J5DC,Q92887,DB00636
T61792,D0JC9N,Q92887,DB00210
T61792,D0K0VO,Q92887,DB12661
T61792,D0K3QS,Q92887,DB01590
T61792,D0K5CB,Q92887,DB01001
T61792,D0K6GZ,Q92887,DB01208
T61792,D0K7HU,Q92887,DB01410
T61792,D0K7WK,Q92887,DB00904
T61792,D0K8KX,Q92887,DB04216
T61792,D0KG3R,Q92887,DB06228
T61792,D0L3DK,Q92887,DB04876
T61792,D0L5RW,Q92887,DB06809
T61792,D0L5WM,Q92887,DB01118
T61792,D0L6DA,Q92887,DB00580
T61792,D0L7FM,Q92887,DB01032
T61792,D0L9ZR,Q92887,DB01058
T61792,D0M2MR,Q92887,DB01120
T61792,D0M3QP,Q92887,DB01396
T61792,D0M4YC,Q92887,DB00280
T61792,D0M6DO,Q92887,DB00357
T61792,D0M8RC,Q92887,DB00871
T61792,D0M8VE,Q92887,DB04946
T61792,D0M9BW,Q92887,DB06697
T61792,D0M9DC,Q92887,DB00991
T61792,D0MA9N,Q92887,DB00250
T61792,D0ML1F,Q92887,DB00718
T61792,D0N0RU,Q92887,DB00307
T61792,D0N0TZ,Q92887,DB00758
T61792,D0N1FS,Q92887,DB11994
T61792,D0N3VR,Q92887,DB00582
T61792,D0N5HJ,Q92887,DB09477
T61792,D0N5YA,Q92887,DB00912
T61792,D0N6RF,Q92887,DB00966
T61792,D0NG7O,Q92887,DB00315
T61792,D0NJ3V,Q92887,DB01113
T61792,D0NR6S,Q92887,DB04835
T61792,D0NS6H,Q92887,DB00843
T61792,D0NW3X,Q92887,DB00204
T61792,D0O1WX,Q92887,DB00537
T61792,D0O2EM,Q92887,DB00238
T61792,D0O2SR,Q92887,DB09220
T61792,D0O3OS,Q92887,DB06155
T61792,D0O4SE,Q92887,DB00911
T61792,D0O5FY,Q92887,DB00760
T61792,D0O5WP,Q92887,DB01248
T61792,D0OB1J,Q92887,DB00343
T61792,D0P1UX,Q92887,DB00285
T61792,D0P7JZ,Q92887,DB00190
T61792,D0P9RF,Q92887,DB01162
T61792,D0PQ3G,Q92887,DB00695
T61792,D0PW7C,Q92887,DB00833
T61792,D0Q2PE,Q92887,DB01059
T61792,D0Q2XF,Q92887,DB00905
T61792,D0Q4SD,Q92887,DB00700
T61792,D0Q4XQ,Q92887,DB00593
T61792,D0Q5NX,Q92887,DB00480
T61792,D0Q6NZ,Q92887,DB06412
T61792,D0Q8ZX,Q92887,DB01086
T61792,D0QL3P,Q92887,DB00776
T61792,D0R0BX,Q92887,DB00698
T61792,D0R0FE,Q92887,DB00661
T61792,D0R1RS,Q92887,DB00328
T61792,D0R1WR,Q92887,DB00387
T61792,D0R2KJ,Q92887,DB00485
T61792,D0R3QY,Q92887,DB01080
T61792,D0R5RR,Q92887,DB00631
T61792,D0R8ER,Q92887,DB00467
T61792,D0R9OH,Q92887,DB01015
T61792,D0R9VR,Q92887,DB00674
T61792,D0S1NZ,Q92887,DB09055
T61792,D0S3WH,Q92887,DB13132
T61792,D0S4BR,Q92887,DB00763
T61792,D0S5CU,Q92887,DB00401
T61792,D0S5UH,Q92887,DB00845
T61792,D0S5WG,Q92887,DB01099
T61792,D0S9MC,Q92887,DB00349
T61792,D0S9SD,Q92887,DB00879
T61792,D0SH3I,Q92887,DB00188
T61792,D0SV8E,Q92887,DB00563
T61792,D0T0KA,Q92887,DB00622
T61792,D0T1LK,Q92887,DB01087
T61792,D0T2PL,Q92887,DB00136
T61792,D0T2XU,Q92887,DB01069
T61792,D0T5WK,Q92887,DB01595
T61792,D0T7US,Q92887,DB00876
T61792,D0T8GD,Q92887,DB00184
T61792,D0T9DT,Q92887,DB00271
T61792,D0T9TJ,Q92887,DB01083
T61792,D0TR5X,Q92887,DB00472
T61792,D0U0KW,Q92887,DB00980
T61792,D0U2JP,Q92887,DB01261
T61792,D0U4UQ,Q92887,DB00999
T61792,D0U5GB,Q92887,DB01601
T61792,D0U5QK,Q92887,DB00316
T61792,D0U5RT,Q92887,DB00794
T61792,D0U5SI,Q92887,DB01035
T61792,D0UF6M,Q92887,DB12829
T61792,D0UL2L,Q92887,DB06725
T61792,D0UM7O,Q92887,DB01221
T61792,D0V7CF,Q92887,DB00224
T61792,D0V8QT,Q92887,DB00291
T61792,D0V9BD,Q92887,DB01128
T61792,D0VM2L,Q92887,DB00399
T61792,D0W0BF,Q92887,DB01217
T61792,D0W9LX,Q92887,DB01136
T61792,D0WI3T,Q92887,DB01232
T61792,D0WN0U,Q92887,DB01023
T61792,D0WS1X,Q92887,DB00535
T61792,D0X0RI,Q92887,DB00379
T61792,D0X3FX,Q92887,DB01183
T61792,D0X4RN,Q92887,DB00281
T61792,D0X5SD,Q92887,DB00822
T61792,D0X5XU,Q92887,DB01262
T61792,D0X7DE,Q92887,DB01149
T61792,D0X7KZ,Q92887,DB09267
T61792,D0X7XG,Q92887,DB02703
T61792,D0X9ZC,Q92887,DB01140
T61792,D0XF8W,Q92887,DB00339
T61792,D0Y0SW,Q92887,DB00499
T61792,D0Y2CJ,Q92887,DB00350
T61792,D0Y3MO,Q92887,DB00479
T61792,D0Y5DO,Q92887,DB00215
T61792,D0Y5UG,Q92887,DB00321
T61792,D0Y7EM,Q92887,DB07477
T61792,D0Y7IU,Q92887,DB01222
T61792,D0YV1Q,Q92887,DB01172
T61792,D0Z1ZM,Q92887,DB01211
T61792,D0Z3DY,Q92887,DB12319
T61792,D0Z4EI,Q92887,DB00834
T61792,D0Z4SB,Q92887,DB01067
T61792,D0Z4UN,Q92887,DB00337
T61792,D0Z6UC,Q92887,DB00669
T61792,D0Z7KE,Q92887,DB00270
T61792,D0Z8EX,Q92887,DB00649
T61792,D0Z9QR,Q92887,DB00943
T61792,D0ZB7K,Q92887,DB01198
T61792,D0ZS8P,Q92887,DB01242
T61792,D0ZU9R,Q92887,DB00503
T61792,D09YDM,Q92887,DB04690
T61792,D0G7UX,Q92887,DB00091
T61792,D0Q9CY,Q92887,DB11828
T61792,D0SD9V,Q92887,DB06623
T61792,D0VG0D,Q92887,DB11651
T61792,D01PIL,Q92887,DB00409
T61792,D01VAB,Q92887,DB00866
T61792,D02LHR,Q92887,DB08950
T61792,D03JPH,Q92887,DB08942
T61792,D05RUM,Q92887,DB09224
T61792,D07XPE,Q92887,DB00914
T61792,D08SOF,Q92887,DB00342
T61792,D0C0JT,Q92887,DB04743
T61792,D0G9ZW,Q92887,DB11366
T61792,D0J9GD,Q92887,DB06693
T61792,D0O2IE,Q92887,DB03783
T61792,D0OS6O,Q92887,DB06144
T61792,D0P1JI,Q92887,DB08059
T61792,D0Y2HR,Q92887,DB00637
T61792,D0Y4FL,Q92887,DB00778
T61792,D0Y8UB,Q92887,DB06594
T61792,D01OIK,Q92887,DB13781
T61792,D03IRR,Q92887,DB01435
T61792,D07GXY,Q92887,DB12478
T61792,D08CNS,Q92887,DB04818
T61792,D0F5LH,Q92887,DB01062
T61792,D0J6JT,Q92887,DB12110
T07279,D03LWG,Q9P1W9,DB11886
T56418,D01PZD,Q9UM73,DB06436
T56418,D03ZBT,Q9UM73,DB08865
T56418,D04LVK,Q9UM73,DB09063
T56418,D08PIE,Q9UM73,DB12267
T56418,D0AF6O,Q9UM73,DB12130
T56418,D0K8KX,Q9UM73,DB04216
T56418,D0O8GK,Q9UM73,DB09330
T56418,D0R0MW,Q9UM73,DB01268
T56418,D0U3SY,Q9UM73,DB11363
T56418,D03LWG,Q9UM73,DB11886
T56418,D08HOM,Q9UM73,DB11694
T56418,D0D1GF,Q9UM73,DB12307
T56418,D0O0LS,Q9UM73,DB11986
T92803,D05SBO,Q13627,DB12001
T92803,D05ADP,Q13627,DB06195
T92803,D0A1CM,Q13627,DB08846
T55610,D02PMO,Q16665,DB01030
T59654,D01ZRI,Q9NYY3,DB06626
T64591,D01AZG,P46098,DB00734
T64591,D04FVU,P46098,DB00377
T64591,D04QSJ,P46098,DB06480
T64591,D05ZIK,P46098,DB00370
T64591,D06GKN,P46098,DB00969
T64591,D0G8NN,P46098,DB00413
T64591,D0H3HM,P46098,DB01238
T64591,D0H7KF,P46098,DB01224
T64591,D0K0KH,P46098,DB11699
T64591,D0K7WK,P46098,DB00904
T64591,D0U2OO,P46098,DB00490
T64591,D0Z6UC,P46098,DB00669
T64591,D01HVZ,P46098,DB12725
T64591,D0C5RZ,P46098,DB08841
T77613,D06BCB,Q01064,DB12131
T52447,D0G7UX,Q08752,DB00091
T64969,D01PZD,P00533,DB06436
T64969,D03ZBT,P00533,DB08865
T64969,D04LVK,P00533,DB09063
T64969,D05UFG,P00533,DB08916
T64969,D06IAR,P00533,DB00640
T64969,D06XXH,P00533,DB11963
T64969,D07POC,P00533,DB00530
T64969,D08CDI,P00533,DB01259
T64969,D08HVR,P00533,DB01235
T64969,D08PIE,P00533,DB12267
T64969,D09KTS,P00533,DB09053
T64969,D09PQZ,P00533,DB11703
T64969,D09XZB,P00533,DB00317
T64969,D0AZ3C,P00533,DB00619
T64969,D0C4RB,P00533,DB01229
T64969,D0E6XR,P00533,DB01254
T64969,D0EG1I,P00533,DB08895
T64969,D0G6QF,P00533,DB05294
T64969,D0GY5Z,P00533,DB00945
T64969,D0H0EQ,P00533,DB08901
T64969,D0IQ6P,P00533,DB08875
T64969,D0J9ZR,P00533,DB06803
T64969,D0K8KX,P00533,DB04216
T64969,D0O8GK,P00533,DB09330
T64969,D0OB0F,P00533,DB06616
T64969,D0R0MW,P00533,DB01268
T64969,D0R1QE,P00533,DB01050
T64969,D0R1RS,P00533,DB00328
T64969,D0W5HK,P00533,DB00398
