db_id,seq_features
DB00132,"-0.514957,1.164713,-1.354131,-0.924253,-1.400426,-1.313603,0.791905,0.350427,0.124606,-0.060438,0.741053,0.752859,-0.840818,-1.322758,-0.307259,1.381258,0.972958,1.078916,-0.669307,-0.802600,-0.233116,-0.363609,-0.444420,1.239528,0.058090,0.533079,-0.745199,-0.773962,0.863897,0.992731,1.309140,0.794061,-1.197940,-0.469871,1.386955,-1.026066,0.895242,0.401698,1.127998,0.478181,-1.328866,0.239446,-1.354462,1.303197,1.390097,0.355806,1.367831,-1.032094,-0.983505,-0.292618,-0.703439,0.409189,0.325372,-0.925632,-1.333869,-0.353529,-1.068528,-0.687924,0.651323,-1.276836,-0.678169,-1.383856,-1.358678,-0.832162"
DB01467,"-0.383863,-0.188553,0.206918,1.130782,0.209910,-0.103342,0.809351,0.365177,0.450217,-0.298461,-1.364250,-0.408799,0.185681,0.338855,0.224550,-0.240274,-0.860414,-1.237547,0.258059,0.637428,0.154649,-0.321218,-0.504560,-0.105371,-0.533429,-0.155064,0.480261,1.040029,-0.619282,0.370807,-0.211696,0.661626,-0.162522,0.739617,-0.223626,0.249075,-0.953309,-0.286183,0.034444,0.695562,0.672867,0.440931,0.190726,0.062317,-0.216549,0.096738,-0.243769,-0.062151,0.035865,0.870028,-0.008665,0.199504,-1.068787,0.653461,0.185142,-0.629729,0.050506,0.313758,0.385719,-0.341668,0.022031,0.245822,0.471606,-0.288408"
DB06707,"0.898074,-0.203939,0.101258,1.160641,0.094212,-0.348011,1.047736,0.218102,1.513057,-0.564959,-0.978785,-0.664244,-0.058096,0.118785,-0.385456,-0.094359,0.050680,-0.917608,-0.220080,0.450906,-0.893599,-0.948005,-1.444557,-0.243792,-0.772845,-0.497405,0.480373,1.136347,-0.590206,0.197880,-0.172067,0.554549,0.328738,0.246029,-0.061104,0.373373,0.115870,-0.060911,-0.141620,-0.570962,0.574502,1.047547,0.107185,-0.129212,-0.076243,0.438525,-0.180046,0.261929,0.339775,0.873913,0.034512,-0.030896,-0.386312,1.142712,0.203455,0.132667,-0.069068,-0.200956,0.036567,-0.150870,0.444399,0.095299,0.811177,-0.481606"
DB13174,"-0.739317,1.362097,-0.566593,-0.930931,-0.637924,-1.055388,0.239237,0.047713,-0.432658,1.036933,1.509342,0.744245,-0.889325,-0.553041,-1.635066,0.593281,0.390385,1.113725,0.784833,-0.865895,-0.034697,0.121966,0.253688,0.853406,-0.066239,0.291225,-0.416821,-1.441903,0.415365,0.399028,0.621825,0.280050,-0.642121,0.241987,0.546030,-0.884865,0.976257,1.103266,0.826906,0.659886,-1.090029,-0.469960,-0.564214,0.906110,0.584787,0.350482,0.629201,-0.679102,-1.098357,-0.487345,1.131678,-0.334994,0.927694,-0.737215,-0.555328,0.630848,-0.967623,-0.661191,-0.093406,-0.215554,-0.398873,-0.575625,-0.960955,0.097400"
DB12111,"0.646442,0.492983,0.198150,-0.451090,0.045844,0.352399,-0.512573,-2.264503,0.739275,-1.533940,0.048485,0.241149,0.462500,-0.207953,-0.117222,-0.069375,-1.123215,0.702463,-0.656118,1.205166,0.833075,0.263464,1.168835,-0.588406,1.336149,1.730629,-0.131671,-0.416300,0.389375,-1.612035,-0.296903,-0.851314,-0.142440,-0.990175,-0.054080,0.211925,-1.323884,-1.192924,-1.026333,-0.735959,-0.665480,0.189751,0.155021,-0.520160,0.011730,0.306254,-0.037122,1.087096,1.167959,-0.276372,-1.377659,1.129579,-0.918959,0.196860,0.132588,1.558040,1.525181,0.446202,1.171287,0.373508,-2.138603,0.040564,-0.459196,-1.339781"
DB03419,"-0.523777,1.145913,-1.348163,-0.932867,-1.393281,-1.306480,0.773962,0.361733,0.083662,-0.071233,0.740049,0.747388,-0.824050,-1.322597,-0.266976,1.374635,0.971518,1.067436,-0.661902,-0.796777,-0.211354,-0.347254,-0.433431,1.234821,0.066534,0.530467,-0.758965,-0.759209,0.875809,0.989319,1.304711,0.786710,-1.188803,-0.441049,1.380443,-1.017325,0.896330,0.401082,1.126942,0.487802,-1.324063,0.237522,-1.349173,1.291825,1.384326,0.353684,1.362342,-1.027056,-0.973745,-0.269224,-0.709648,0.408566,0.317079,-0.947638,-1.329267,-0.369947,-1.064556,-0.675713,0.648655,-1.256852,-0.670288,-1.378157,-1.354595,-0.824616"
DB12184,"0.701110,-0.754053,0.748127,-0.274265,0.753702,1.213418,-2.181413,-1.426811,0.585272,-1.359512,0.688180,-0.045134,0.992294,0.427146,1.066794,-0.639176,-0.577455,0.317426,-0.630119,0.370593,0.505173,1.491193,1.460917,-1.099979,0.259996,0.873417,-0.516392,0.184674,-0.092795,-2.097528,-0.900396,-1.811076,1.017133,0.239136,-0.654644,-0.035034,-0.081796,-0.426363,-1.791110,-0.307918,-0.218984,-1.377438,0.711267,-1.160314,-0.644066,-0.746522,-0.637684,1.640258,1.351960,-0.362074,0.080621,-0.440392,0.637142,-0.421265,0.719563,1.747683,1.725279,1.187160,-0.421585,1.830592,-1.102898,0.590257,-0.274884,0.138742"
DB02282,"-0.492930,1.037895,-1.300617,-0.933412,-1.340303,-1.228155,0.663499,0.238776,0.031612,-0.126946,0.761965,0.752945,-0.792896,-1.295582,-0.171448,1.325494,0.982809,1.041855,-0.555363,-0.771318,-0.146878,-0.228895,-0.378077,1.181220,0.093134,0.505021,-0.779524,-0.742764,0.920075,0.880657,1.256935,0.686732,-1.125087,-0.430396,1.329410,-0.997372,0.879897,0.501964,1.046391,0.547811,-1.269341,0.182395,-1.299910,1.196313,1.332518,0.343126,1.314826,-0.946222,-0.890691,-0.279027,-0.716455,0.361304,0.321950,-0.927235,-1.286577,-0.298600,-0.980068,-0.590782,0.523599,-1.180894,-0.707576,-1.323994,-1.306863,-0.842096"
DB12967,"-0.489909,1.040445,-1.302685,-0.929772,-1.342343,-1.227050,0.669658,0.247442,0.049636,-0.130607,0.765497,0.747042,-0.791801,-1.296969,-0.173700,1.328030,0.984616,1.041603,-0.562151,-0.773008,-0.155399,-0.228612,-0.384320,1.181843,0.085496,0.503528,-0.779985,-0.735327,0.924425,0.882635,1.258292,0.692830,-1.125075,-0.423635,1.332040,-1.000355,0.882462,0.495960,1.049803,0.553327,-1.265076,0.182154,-1.302146,1.203149,1.334995,0.340067,1.316820,-0.950090,-0.894380,-0.279834,-0.719956,0.360503,0.329506,-0.934939,-1.287993,-0.301769,-0.986423,-0.592935,0.538580,-1.185337,-0.707554,-1.326873,-1.314097,-0.839487"
DB08059,"1.712231,-0.247101,0.581521,0.402476,0.491711,1.093636,-0.905906,-2.079385,0.932674,-1.910187,-0.369513,-0.321734,0.723407,0.705220,-0.060682,-0.420151,-1.370410,0.586829,-1.619878,1.039364,0.357944,1.274050,0.887014,-1.261385,1.109022,0.524786,0.176658,0.326111,0.225111,-2.167212,-0.702660,-0.668804,0.594519,-0.597581,-0.401926,0.045923,-1.998537,-1.214787,-1.187535,-0.206151,0.103677,-0.216795,0.505144,-1.416902,-0.357722,-0.297219,-0.509614,1.602831,1.575711,-0.119370,-1.493925,0.578647,-0.004098,0.601461,0.611957,1.368766,1.666315,0.496733,0.585188,0.598687,-1.700745,0.375021,-0.482010,-0.692669"
DB00886,"2.026448,-0.497278,0.038494,0.334546,0.033690,0.070602,0.268664,0.796470,1.528062,-0.035345,-0.577711,-0.945001,0.084651,-0.743763,-0.192016,-0.085760,0.652097,-0.971947,-1.181574,0.194967,-3.458591,-2.195357,-1.193466,-0.380471,-0.153589,0.082878,-0.160160,-0.298936,-0.584557,-0.105946,-0.198203,-0.701755,1.624153,-1.422320,0.029539,1.007259,2.128842,-1.053535,-1.243486,-1.895850,-0.304909,0.947060,0.106115,-1.004456,-0.005654,0.614715,-0.183473,0.857107,1.194149,1.946560,0.777520,0.652184,-0.479018,0.493838,0.215243,1.154050,0.815324,-0.968044,-0.173986,0.688882,1.016946,0.016965,1.054320,0.009359"
DB08927,"0.597162,0.500326,0.202824,-0.441226,0.050425,0.273546,-0.446147,-2.356817,0.611227,-1.554435,0.057818,0.263492,0.443673,-0.160336,-0.134026,-0.080034,-1.194048,0.706541,-0.654156,1.204411,0.868867,0.294932,1.232403,-0.583834,1.336355,1.654673,-0.201438,-0.404431,0.313037,-1.601981,-0.301002,-0.831110,-0.191404,-1.034569,-0.067177,0.204950,-1.348205,-1.138754,-1.017231,-0.697246,-0.688040,0.198883,0.162322,-0.455853,0.000754,0.309168,-0.041125,1.062086,1.150249,-0.269951,-1.419063,1.094060,-0.922266,0.169709,0.132826,1.557597,1.541555,0.453954,1.002806,0.374213,-2.195087,0.050895,-0.396069,-1.433990"
DB09201,"-1.262145,-1.641678,-0.179729,0.354596,0.061394,0.750036,-0.150578,0.156644,-1.412569,0.202527,-1.756165,-0.130158,-1.478565,0.935808,1.683386,0.043373,0.838418,0.415031,1.107822,-1.071209,1.259512,1.493534,0.099013,0.293549,-1.853113,-1.395864,-0.379063,1.576469,1.527124,0.117043,0.319339,-1.248402,0.831936,-0.197610,0.056453,-1.004402,-2.082277,0.056905,-0.376823,-0.924647,1.625934,-0.730586,-0.234764,-0.453444,-0.038111,-2.154198,0.006506,-0.410046,0.138869,0.937055,0.267415,-2.233400,0.647294,2.075680,-0.230432,-0.779048,-0.812605,1.797379,-0.794971,0.719632,0.585789,-0.048336,1.097081,-0.360131"
DB03880,"-0.486550,1.034172,-1.299375,-0.930738,-1.338900,-1.221277,0.659816,0.240083,0.041078,-0.127351,0.764476,0.750911,-0.789504,-1.294947,-0.167269,1.324701,0.982891,1.039709,-0.558679,-0.771397,-0.149540,-0.222749,-0.378279,1.178603,0.091364,0.498696,-0.779282,-0.735510,0.922515,0.877409,1.255165,0.685264,-1.120103,-0.423527,1.328673,-0.997452,0.882052,0.504011,1.044026,0.545899,-1.262642,0.183164,-1.298707,1.195400,1.331470,0.340090,1.313404,-0.944578,-0.886059,-0.284731,-0.716408,0.358871,0.326296,-0.932118,-1.284937,-0.296826,-0.980916,-0.586198,0.526776,-1.176615,-0.703257,-1.323326,-1.308558,-0.838166"
DB12461,"-0.454423,0.427594,-1.102514,-0.490247,-1.076502,-0.819917,0.590318,0.316644,-0.110547,-0.273875,0.279366,0.523332,-0.708851,-0.807978,0.307489,1.107468,0.880592,0.857424,-0.704594,-0.949915,-0.179715,0.213395,-0.593441,0.938231,-0.296731,-0.045736,-0.626624,-0.306939,1.120764,0.673758,1.074787,0.539763,-0.735246,-0.296651,1.115142,-0.977028,0.312315,0.401014,0.823466,0.427375,-0.815453,-0.052817,-1.119555,0.848678,1.097255,-0.198437,1.071618,-0.806953,-0.741990,-0.071366,-0.671192,-0.077045,0.621706,-0.572792,-1.077355,-0.449871,-0.923960,-0.240090,0.283958,-0.826378,-0.536960,-1.120576,-1.096823,-0.735773"
DB03701,"-0.764490,1.225225,-1.150093,-0.979349,-1.181312,-1.107166,0.649056,0.395960,-0.004055,0.402251,0.760986,0.642643,-0.955131,-1.169107,-0.147527,1.148310,0.836339,0.734347,-0.215322,-0.627312,-0.013264,-0.472183,-0.196649,1.212251,-0.181357,0.389103,-0.662436,-0.641712,0.753966,1.105431,1.147848,0.743189,-1.204356,-0.488241,1.143082,-0.906063,0.920226,0.454064,1.199914,0.626041,-0.962562,0.030534,-1.137544,1.340088,1.146006,0.154913,1.179715,-1.195073,-1.077359,-0.697634,-0.384342,0.435174,0.328328,-0.740947,-1.162834,-0.627447,-1.090331,-0.445079,0.667900,-1.289522,-0.501119,-1.145841,-1.088014,-0.681007"
DB04725,"-0.237239,-0.131083,0.011057,-0.256911,0.100638,0.703715,-1.036580,0.453672,2.286704,1.625455,0.382224,1.395851,-1.086211,0.138386,-1.654513,-0.103597,0.567498,0.190708,2.312259,-0.159444,-0.364527,0.920198,0.653316,0.203931,-0.142795,-1.792835,-0.377730,0.600745,1.041585,-0.560136,0.145157,-1.322006,0.731827,-0.340620,-0.117513,0.468221,0.119320,1.718350,-0.429976,-2.888583,1.151674,-0.073191,0.055719,-0.630299,-0.118133,-0.271517,-0.081608,0.090806,-0.099418,-0.043767,1.030223,-1.317029,0.178794,-0.046390,-0.013968,0.807468,-0.152987,0.599270,-1.896448,1.437961,0.533660,0.164969,1.378135,-0.343692"
DB11366,"-0.497992,0.989452,-1.285770,-0.903134,-1.318362,-1.166956,0.649553,0.262291,0.148834,-0.131237,0.739295,0.731367,-0.797059,-1.275906,-0.134167,1.307348,0.978221,0.993117,-0.515976,-0.761562,-0.163240,-0.187573,-0.397097,1.166226,0.034384,0.457084,-0.787948,-0.706212,0.980397,0.857125,1.243819,0.673151,-1.089749,-0.376788,1.311780,-0.963820,0.876019,0.534896,1.036049,0.437329,-1.188773,0.177029,-1.286539,1.179655,1.313823,0.304944,1.296842,-0.940991,-0.882663,-0.303339,-0.748523,0.318388,0.343138,-0.924411,-1.271417,-0.313132,-0.984624,-0.539998,0.517412,-1.151092,-0.702828,-1.307166,-1.301627,-0.849812"
DB01524,"-0.479936,1.000939,-1.298999,-0.864576,-1.330609,-1.197116,0.743673,0.397085,0.083233,-0.089575,0.698001,0.742675,-0.789550,-1.245846,-0.157137,1.321737,0.966226,0.998842,-0.697875,-0.805326,-0.227607,-0.240716,-0.426630,1.183839,0.030391,0.403911,-0.745671,-0.624615,0.902035,0.928981,1.262019,0.762193,-1.119860,-0.425689,1.325913,-1.006080,0.776161,0.436880,1.082511,0.536743,-1.202185,0.193556,-1.304261,1.190715,1.325658,0.269677,1.305586,-0.989757,-0.939535,-0.294052,-0.713667,0.323207,0.334678,-0.858150,-1.280504,-0.413194,-1.044501,-0.593147,0.545623,-1.172773,-0.614864,-1.323219,-1.307746,-0.819495"
DB04881,"-0.730595,0.769583,-1.186340,-0.902708,-1.201457,-1.023934,0.299950,0.628793,-0.356676,-0.016242,0.712343,1.342806,-1.011572,-1.401388,-0.224816,1.179404,0.938445,1.051928,-0.170243,-0.649316,-0.111615,-0.037577,0.025793,1.199898,0.414872,0.197991,-1.089251,-0.585777,0.330429,0.745950,1.217962,0.161439,-1.030052,-1.004656,1.165346,-1.000656,0.293633,0.555166,0.826630,0.520565,-0.696442,0.227435,-1.182467,0.870552,1.191901,0.182111,1.210010,-0.835018,-0.812006,0.388671,-0.344391,0.126887,-0.572578,-0.629957,-1.226515,-0.394584,-0.846282,-0.585291,0.020081,-0.960210,-0.657504,-1.152945,-0.830008,-0.961340"
DB04975,"-0.946428,1.122386,-1.144795,-0.955535,-1.158570,-1.143176,0.561985,0.399919,-0.509813,0.147737,0.634402,0.717709,-1.041241,-1.259696,0.120650,1.123274,0.826461,0.602004,-0.202489,-0.660264,0.127053,-0.269506,-0.040708,1.255818,-0.095724,0.542595,-0.868834,-0.305208,0.779022,1.098808,1.162068,0.565177,-1.245012,-0.406379,1.116521,-0.909205,0.738607,0.531984,1.102647,0.549790,-0.977349,-0.133404,-1.148544,1.345072,1.132938,0.201865,1.185520,-1.231630,-1.038772,-0.341332,-0.328347,0.221682,0.118045,-0.747658,-1.198529,-0.706775,-0.937916,-0.287982,0.577610,-1.153146,-0.649958,-1.122926,-1.057673,-0.828051"
DB00981,"-0.643124,-0.077313,-0.972454,-0.422624,-0.894405,-0.497072,0.548938,0.181218,0.450781,0.193315,0.258189,0.351988,-1.049482,-0.623305,0.524085,0.931438,0.956873,0.413539,-0.236358,-0.868758,-0.433414,0.187224,-0.300105,0.912026,-1.112480,0.213588,-0.667891,-0.553685,0.998923,0.673071,0.991767,0.621270,-0.870085,-0.190447,0.940700,-0.757977,-0.050358,0.538572,0.787196,0.206779,0.074170,-0.249175,-1.006548,0.746978,0.907345,-0.715474,0.904892,-0.934951,-1.031118,-0.603971,-0.676117,-0.579494,0.177375,0.278162,-0.962760,-0.517412,-1.061001,0.418178,-0.113589,-0.922396,-0.329649,-0.945595,-1.107316,-0.685702"
DB05107,"-0.485727,0.998818,-1.299444,-0.863922,-1.330737,-1.196922,0.744142,0.395047,0.083910,-0.091563,0.695399,0.744260,-0.793034,-1.244657,-0.151523,1.321745,0.969267,0.996530,-0.692188,-0.806097,-0.224926,-0.238801,-0.426334,1.185142,0.022500,0.404435,-0.745430,-0.616218,0.902963,0.930290,1.262490,0.761525,-1.120415,-0.423758,1.326016,-1.007546,0.774211,0.437314,1.082553,0.536776,-1.199808,0.189309,-1.304716,1.194916,1.325730,0.265147,1.306048,-0.991640,-0.941998,-0.297255,-0.718367,0.321828,0.338732,-0.854130,-1.281250,-0.414468,-1.044486,-0.589999,0.544481,-1.174734,-0.620312,-1.323432,-1.311754,-0.821689"
DB11871,"1.168186,-0.088918,0.184393,1.480994,0.143125,-0.574019,1.121560,-0.274861,1.075005,-0.798326,-1.024691,-0.805272,-0.052386,0.392543,-0.689365,-0.136865,-0.145458,-0.719178,-0.284078,0.414172,-0.750434,-0.830871,-1.646716,-0.423122,-0.878558,-0.467217,0.696522,0.862352,-0.941146,0.161052,-0.282278,0.840184,0.315145,0.541344,-0.115087,0.095782,0.014195,-0.091948,-0.073451,0.072316,0.545595,1.187154,0.191265,-0.183815,-0.124626,0.529596,-0.266366,0.366958,0.446967,0.958760,-0.175092,0.059522,-0.128037,1.298568,0.315483,0.348550,-0.119602,-0.478077,0.006836,-0.454737,0.396503,0.144921,0.779925,-0.332335"
DB12222,"-0.501681,1.030246,-1.299118,-0.932371,-1.337958,-1.220198,0.660474,0.242895,0.043582,-0.123761,0.763929,0.759589,-0.788295,-1.295825,-0.160910,1.323420,0.983412,1.036165,-0.550923,-0.771479,-0.141664,-0.221010,-0.372312,1.181793,0.094796,0.499059,-0.780809,-0.736190,0.922100,0.881240,1.255941,0.684774,-1.124213,-0.419329,1.327310,-0.994242,0.876992,0.507670,1.044941,0.542103,-1.258851,0.184789,-1.298491,1.195746,1.329981,0.338325,1.312971,-0.947992,-0.891591,-0.294114,-0.722046,0.356401,0.317166,-0.930772,-1.285751,-0.302988,-0.982082,-0.583897,0.520942,-1.176482,-0.700469,-1.321721,-1.307398,-0.838789"
DB12137,"-0.513665,1.164746,-1.354093,-0.924213,-1.400308,-1.312357,0.792315,0.348400,0.120729,-0.062822,0.742150,0.753043,-0.840532,-1.322680,-0.305445,1.381257,0.971818,1.075722,-0.662394,-0.802051,-0.234681,-0.361614,-0.443324,1.240264,0.057309,0.531659,-0.746311,-0.776169,0.865591,0.992941,1.309310,0.794263,-1.197700,-0.472221,1.386870,-1.024950,0.894688,0.403640,1.129603,0.475562,-1.325991,0.238552,-1.354558,1.304935,1.390035,0.355828,1.368009,-1.033045,-0.985889,-0.294842,-0.704990,0.409112,0.329189,-0.926588,-1.334047,-0.354331,-1.070734,-0.686926,0.653496,-1.278158,-0.679068,-1.383811,-1.358388,-0.834057"
DB11984,"0.344245,-0.599286,-0.555024,-0.376061,-0.439262,0.279548,-0.206205,1.230119,-0.289256,-0.169941,0.218721,0.557386,0.427869,-0.511013,1.069894,0.549209,0.607271,0.212592,-0.838240,-0.549433,0.444542,1.363828,-0.209042,0.328241,0.698157,-1.423173,-0.739889,0.055869,1.539990,-0.006322,0.587036,0.258210,0.037849,0.444753,0.544660,-0.273607,-0.177149,0.910617,0.552809,0.640103,0.049720,0.078768,-0.582882,-0.248811,0.508904,-0.057693,0.483620,-0.216226,0.080993,-0.402308,-0.502045,-0.313659,0.219183,-1.595023,-0.541771,-1.008500,-0.633141,0.262000,-0.543070,0.399032,0.459052,-0.523052,-0.050981,-0.194212"
DB09084,"1.934899,-0.535162,1.305401,2.540894,1.220434,0.440034,1.895748,0.212980,2.779062,-0.822041,-2.203663,-1.982888,1.695473,1.681549,-1.484993,-1.279638,-0.814459,-1.966334,-0.135542,1.845185,0.021105,-1.692570,-2.607114,-1.556981,0.529947,-0.905915,2.372743,2.379060,-2.014737,0.313525,-1.382470,1.365332,0.739233,2.171598,-1.210567,2.382614,-0.021886,-0.337339,-0.269766,-3.107300,1.247407,2.930087,1.339015,-0.364954,-1.245300,2.242986,-1.412746,0.956654,1.386122,1.601507,-0.846789,0.542745,-2.002907,0.638560,1.444782,-0.146646,0.442259,-1.222090,0.038278,0.115489,1.787233,1.309353,2.064988,0.423015"
DB02424,"-0.550263,1.001963,-1.293041,-0.940785,-1.327607,-1.218540,0.658136,0.278026,-0.039788,-0.145222,0.746455,0.772075,-0.791992,-1.295562,-0.108466,1.313551,0.978061,1.010679,-0.538083,-0.763559,-0.100133,-0.209834,-0.360235,1.189779,0.095955,0.500857,-0.804334,-0.693226,0.919990,0.884629,1.254668,0.669517,-1.125880,-0.421534,1.316121,-1.000010,0.842014,0.523465,1.043343,0.562462,-1.248939,0.170161,-1.293214,1.177937,1.320227,0.335902,1.308278,-0.949665,-0.895072,-0.252792,-0.721218,0.346593,0.277214,-0.903768,-1.284969,-0.348184,-0.979030,-0.570519,0.495117,-1.164294,-0.711827,-1.310996,-1.282377,-0.861366"
DB05465,"0.677129,-0.174527,-0.438145,-0.247789,-0.334387,-0.060040,-1.499179,1.271762,0.700963,-0.910209,1.048820,0.558713,0.055146,-0.199446,-0.112870,0.530231,0.869799,1.848046,-1.487691,-1.844271,-1.029954,1.703897,-0.366176,-0.108631,-0.627498,-0.295891,-0.878369,0.149679,0.247596,-0.807756,0.249839,-1.103984,1.048269,0.163108,0.516629,-1.544837,0.898093,0.388169,-0.558886,0.576171,-0.896503,-1.433420,-0.425477,-0.326594,0.454994,-0.556812,0.360847,0.637193,-0.080458,1.029144,0.555182,-1.506466,2.748489,-1.598506,-0.276362,1.032255,-0.064521,-0.655274,-1.092905,1.120308,0.071092,-0.555127,-0.720260,1.097638"
DB07780,"0.773014,-0.124481,-0.433294,-0.264261,-0.333783,-0.070037,-1.539404,1.308421,0.868182,-0.879993,1.105575,0.541022,0.074694,-0.179249,-0.263789,0.532597,0.906679,1.910968,-1.546224,-1.864656,-1.071175,1.669692,-0.401620,-0.139118,-0.655823,-0.269264,-0.895950,0.142495,0.194925,-0.839975,0.230449,-1.107150,1.098020,0.131043,0.519939,-1.558632,1.018112,0.411114,-0.570401,0.524070,-0.970883,-1.447235,-0.415959,-0.314131,0.456569,-0.521331,0.356799,0.682951,-0.088110,0.946070,0.589682,-1.522738,2.904669,-1.699159,-0.258072,1.112914,-0.045256,-0.729826,-1.120312,1.148973,0.082303,-0.559791,-0.737589,1.188686"
DB13876,"1.251306,-1.047642,0.846766,0.077853,0.814008,1.906626,-1.411093,-1.426390,1.664623,-1.162172,-0.794828,-0.538015,1.306324,0.279014,0.932292,-0.773952,-1.201269,-0.412781,-1.093155,1.061737,-0.652180,0.331977,0.785103,-1.287239,1.319869,1.232816,0.394263,-1.003454,0.843793,-2.290454,-0.930317,-1.788127,1.546159,-1.134096,-0.713777,1.016716,-1.409528,-2.127657,-2.154729,-1.033738,0.146445,-0.158446,0.794118,-2.037021,-0.698306,-0.607197,-0.785630,1.778631,1.767964,-0.035372,-0.660984,0.931307,-0.913161,0.454566,0.830812,1.588622,2.251980,1.047669,1.149006,1.533516,-0.945879,0.695933,0.039214,-0.135017"
DB06194,"-0.517647,0.842435,-1.266209,-0.844856,-1.280475,-1.079968,0.697936,0.506296,0.183969,-0.062476,0.574316,0.766250,-0.819805,-1.171156,-0.048741,1.272472,0.922991,0.864664,-0.575308,-0.731755,-0.192861,-0.193705,-0.421488,1.183668,-0.069143,0.330033,-0.710313,-0.408561,0.953821,0.884298,1.247878,0.693907,-1.049162,-0.392070,1.277787,-0.943273,0.627487,0.510449,1.023744,0.268142,-1.075029,0.184459,-1.273549,1.142626,1.274948,0.195857,1.267112,-0.984567,-0.913334,-0.248436,-0.731973,0.231127,0.231601,-0.724291,-1.256973,-0.494577,-1.018520,-0.461159,0.400703,-1.050195,-0.623727,-1.276938,-1.195633,-0.872098"
DB04253,"-0.498652,1.039239,-1.300667,-0.934038,-1.340235,-1.224926,0.663533,0.244817,0.040052,-0.120294,0.765717,0.755507,-0.789228,-1.295306,-0.169805,1.325307,0.983176,1.035207,-0.554403,-0.771981,-0.142918,-0.228435,-0.374909,1.182621,0.095013,0.500534,-0.781088,-0.734907,0.920018,0.885757,1.256764,0.689789,-1.127237,-0.423444,1.329224,-0.995074,0.886612,0.506026,1.051212,0.546785,-1.266260,0.185113,-1.299880,1.201031,1.332124,0.343200,1.314868,-0.950215,-0.894366,-0.293076,-0.718012,0.358332,0.321327,-0.933454,-1.286806,-0.302463,-0.982861,-0.587332,0.524284,-1.183004,-0.702539,-1.323846,-1.310708,-0.838096"
DB12948,"-0.497294,1.040069,-1.302637,-0.932460,-1.342121,-1.229836,0.669951,0.248404,0.048167,-0.126977,0.763984,0.750939,-0.791643,-1.296812,-0.174092,1.327330,0.983461,1.039700,-0.556718,-0.770832,-0.149520,-0.231600,-0.382025,1.183626,0.089110,0.505934,-0.779373,-0.739046,0.922561,0.885178,1.259004,0.694405,-1.128116,-0.425723,1.331320,-0.997568,0.880712,0.497931,1.050803,0.549781,-1.268365,0.184312,-1.301992,1.201707,1.334311,0.341923,1.316754,-0.950885,-0.896986,-0.282039,-0.723155,0.361132,0.320835,-0.933090,-1.288508,-0.304942,-0.985715,-0.593920,0.533571,-1.185726,-0.708437,-1.326007,-1.312591,-0.840357"
DB03395,"-0.492357,1.146561,-1.349908,-0.923233,-1.394512,-1.302091,0.783722,0.354420,0.112107,-0.058330,0.726230,0.740351,-0.851930,-1.313960,-0.316345,1.376125,0.965360,1.069254,-0.668066,-0.799287,-0.244150,-0.374007,-0.454373,1.236661,0.038496,0.531132,-0.727376,-0.791644,0.874493,0.981692,1.306746,0.785284,-1.178188,-0.468920,1.382232,-1.021575,0.895462,0.408382,1.115716,0.437363,-1.331559,0.252746,-1.349811,1.288372,1.384697,0.358082,1.362548,-1.024337,-0.963680,-0.314269,-0.715691,0.408371,0.341077,-0.923007,-1.329962,-0.348094,-1.060335,-0.692822,0.620531,-1.268280,-0.670567,-1.379387,-1.352492,-0.829742"
DB08633,"-0.507271,0.975427,-1.284925,-0.910349,-1.316456,-1.159269,0.656882,0.279294,0.137462,-0.130010,0.734264,0.742958,-0.796454,-1.272246,-0.126567,1.305010,0.968845,0.982865,-0.499624,-0.745441,-0.142885,-0.189790,-0.388207,1.171248,0.032080,0.456320,-0.783602,-0.677785,0.983166,0.852493,1.245612,0.671491,-1.083145,-0.379039,1.309359,-0.963566,0.845280,0.535057,1.030962,0.429865,-1.187331,0.185739,-1.285620,1.181609,1.311183,0.300389,1.296088,-0.941320,-0.883283,-0.295020,-0.759186,0.315533,0.326581,-0.906315,-1.271715,-0.322971,-0.986483,-0.523076,0.502228,-1.141959,-0.703176,-1.304928,-1.288939,-0.857814"
DB06433,"-0.502327,1.033077,-1.299649,-0.933139,-1.338680,-1.221159,0.661240,0.245088,0.039912,-0.120966,0.766678,0.760361,-0.787076,-1.296408,-0.161923,1.324041,0.982850,1.033998,-0.552445,-0.771964,-0.141179,-0.223569,-0.370846,1.182618,0.096453,0.496926,-0.780875,-0.733977,0.920747,0.885112,1.256272,0.687773,-1.126172,-0.417021,1.327904,-0.994480,0.882617,0.508712,1.050054,0.544559,-1.260774,0.186017,-1.298989,1.199182,1.330635,0.339956,1.313573,-0.950112,-0.894044,-0.295510,-0.721131,0.357724,0.318400,-0.934163,-1.286132,-0.305318,-0.985048,-0.583994,0.520641,-1.180654,-0.698544,-1.322392,-1.310474,-0.836614"
