uniprot_id,seq_features
P02766,"0.12327449178404094,0.1340899129088176,-0.05255373049127682,0.1955054563756224,0.13682961279426004,0.05383512188906754,0.14375477654639424,-0.019834149566230058,-0.04075411490294901,0.22692385171973295,-0.07454532914115808,0.23855259303541487,-0.1291597182374353,-0.07184933879112479,-0.06406039667786131,-0.009042741323363686,0.11912958642611453,-0.1770111011914476,0.28870316378478494,0.07574899006005494,-0.08092398567217593,0.5491738709876696,0.2509746737311055,0.14511222099134183,0.19890736277258492,-0.12389355216975419,0.14454806647728022,0.05696940198408256,-0.14179055303741345,0.07820049573568719,-0.04313827757228048,-0.11446011051880264,-0.03930935212035612,-0.06585800266221525,0.31346021639878335,-0.0442225582136368,0.1343098381869565,0.001132354340380155,-0.3840979713366633,0.22086803800097185,0.24952543337127706,-0.06766362003660634,-0.03465705985613326,0.10302770082026955,0.2190441425092672,-0.08958498394264287,-0.16342077793103973,0.2285109690025256,0.17088486139728626,-0.07415538677894848,0.19450152030275053,0.041594003242707116,-0.08791570235339673,-0.061232104385333594,-0.07151016439558355,-0.03380720621484104,0.029764152438798017,-0.16770189111829642,0.03563953846935448,0.4056188869647735,0.25064844453432794,-0.3312754807968148,0.25406133140773846,0.1131316720653997"
P02768,"0.7366489338584009,1.5022882622982554,-0.6251399130067278,1.5283091395583828,0.9195390714827809,-0.1420988911134968,0.8375176434054327,-0.6495870603806619,-0.5176293128754218,0.9527391444728633,-0.19310956498619522,1.6484398373432048,-0.36129076500333845,-0.41013728438797536,-0.43001991915233345,-0.8899221962416052,0.7059887959818548,-0.7308808846921563,1.104539050628669,0.3122170798041893,-0.6193154285198801,1.1187516963403885,1.9387211620586333,1.1676866946293776,1.1274847948107967,-0.8099084193421775,0.9628840721844161,0.8862393990166573,-0.9691665826116772,0.878371329681441,-0.2099114952709483,-0.27262073938739817,-0.6002864923235823,-0.5218849472633508,0.9611284147618279,-0.785038575333352,1.0773878949609048,0.9692598319677309,-1.3683842403227229,0.5508219716065386,0.9842178616982307,-0.5558242179590488,-0.47923842823976953,1.021846720763616,1.2465340880484819,-0.6304428625303549,-1.3196898227562013,1.1610744862282716,1.0270210267635513,-0.3478720835900434,1.2889805310037281,1.5802690004050226,0.4383801707655878,-0.16478083952981082,-0.18529839782073426,-0.16565514843709886,-0.34290224097499983,-1.1608064690678261,0.8117922187410391,1.2584973711836511,1.488189697143189,-1.0852012359468108,1.2733120164538576,0.2718018220224198"
P02774,"-0.33451038262245836,-0.35238161783719135,0.32821471131427765,-0.33645104064755754,-0.32240229443447727,0.33192722935920227,-0.3167553815886532,0.3180972001069615,0.3432784915176802,-0.3001973546101964,0.3617367213511904,-0.295771757010229,0.355821183911017,0.34073906156359784,0.33619718652641906,0.3199076745411005,-0.3507175640701036,0.356293678014776,-0.369364634965618,-0.30994875186573645,0.33378642594526264,-0.3338755749880761,-0.2912468304866938,-0.3550837776038991,-0.3196608635344013,0.32125131892742914,-0.37826065388492236,-0.3469181530572325,0.3229465076552484,-0.33240626140905855,0.3552619955278804,0.3313230474416188,0.3135526406138858,0.3571512853402474,-0.38553574450003775,0.29841873026938087,-0.3276010380579628,-0.3273048895692097,0.32247401585273927,-0.3585227230339634,-0.3518261809910723,0.3460401093649145,0.355811909441568,-0.35319287421596424,-0.34170996373778023,0.36293284167268697,0.2999483402361068,-0.34628879638932236,-0.31735238020425466,0.3354229165909465,-0.3485434851543686,-0.3664777864241404,-0.34734337397916265,0.36684638693363647,0.362056323498037,0.37822894949683744,0.34885124103417353,0.33570031334826994,-0.3623424201357605,-0.3436971702408558,-0.33279842181739344,0.33968750890516003,-0.33505917633719584,-0.3350751730938434"
P02775,"-0.33964633236730485,-0.30515148714957374,0.31892755961621744,-0.3291342118675246,-0.32015081595598466,0.309048613376597,-0.304183076058118,0.3140393669362118,0.3430821360611378,-0.30302869549320915,0.33563583320914736,-0.274383019222078,0.3146557303367917,0.3368859999454202,0.3376949845738777,0.31553318522768187,-0.3275289692218461,0.32899597902631633,-0.30984418075382064,-0.32227192319537257,0.32864852956522467,-0.24897681099114294,-0.2925291316825848,-0.33424591831006506,-0.32100414422043644,0.3183763204096795,-0.3057595125112396,-0.331844625073966,0.3102748661854403,-0.3145818568805316,0.35541494880665575,0.3305652043770931,0.318363818477206,0.3596824746286912,-0.278925215409374,0.3155397613319209,-0.30476988435657837,-0.31766244862639476,0.2946360475311028,-0.33707162486122133,-0.34205263537736735,0.3445556397818933,0.3473095934098092,-0.33425140451855906,-0.30639688251035874,0.3403720347297656,0.2961425910817918,-0.3044073718126978,-0.3136172653537727,0.325662979738149,-0.28709498411402046,-0.3254538744952827,-0.35834631049085713,0.3505320723714695,0.3409601489253242,0.3628077287015559,0.3511628106988456,0.33165182136072696,-0.3348851137409712,-0.3426943174976149,-0.33703688179635277,0.3001522410746414,-0.2989851092700123,-0.32605330596339194"
P02776,"-0.29848082598954484,-0.1386886223641301,0.2707983287375802,-0.1845043513985628,-0.27233501962812606,0.21081487403484095,-0.20924726151160228,0.2603058340554431,0.31686042090652294,-0.22294649468190142,0.29758296008206564,-0.14558485398668403,0.25633304688033715,0.3149362270600674,0.3047446577292108,0.2973886866863604,-0.2125165282584524,0.27176912487269905,-0.008971591820614713,-0.3281997003106629,0.2708680364578634,0.0036398086259948155,-0.17282182352503903,-0.21405565272339108,-0.23532237901165926,0.31205028946837887,-0.05487668897099766,-0.1734668506147752,0.27296503400563243,-0.21309115827039077,0.32288914932163065,0.2827358116828695,0.27348238692684157,0.3394522092146922,0.012778357723248285,0.24084619646844557,-0.18544111212910858,-0.26908403495973615,0.18381564999327352,-0.2140664500475893,-0.22552785607334316,0.29540937267946754,0.33408718289632533,-0.18889001532420663,-0.12726911072284652,0.31169551261171385,0.14184446464262235,-0.19313829772996338,-0.22985571482010667,0.2733778676006398,-0.09562655111270145,-0.11642492705949177,-0.28236865775921416,0.30869509339289747,0.3275575504968255,0.3234333012825213,0.36421952913247474,0.2776064573696649,-0.23393041813079932,-0.14761778418218427,-0.1764296715636385,0.17533344468932613,-0.1709235767983909,-0.25583691293980165"
P02786,"0.11836109742917181,0.1204888619765264,-0.1149934813695724,0.1762124774043657,0.12595726719193057,-0.10527127418886816,0.1378959917339636,-0.08366179762976718,-0.024643228056715722,0.1458016524465303,-0.00666655747688686,0.18299177228379332,-0.012567420550636787,-0.10310754716010188,-0.013872051682209736,-0.08818829124682585,0.05104735407517874,0.0019086451555008102,-0.07910993751655758,-0.026055839733162667,-0.0932018092427553,0.24626515313628275,0.16214129540315358,0.1438449285557272,0.11231447975788245,-0.12825562466158627,0.06750479163832744,0.003107395593607675,-0.10181433834153789,0.1620456482596781,-0.04469325511425588,0.01948390931986578,-0.05739397114688567,-0.043520492776172384,0.06001628149227792,-0.12702144436130483,0.14391228861949124,0.07629832218885531,-0.040848221901308705,0.11236330030094317,0.1430452931979131,-0.07751030026853127,-0.04771857290201595,0.19124071329928202,0.1620787732276007,-0.05511590167103148,-0.0999463442707832,0.13103582840815706,0.12442369850839222,-0.04826655144865711,0.16539201770073939,-0.12293609169469644,0.13053016602246545,-0.006250499917416168,-0.04014386628440498,0.05015729369710526,0.0020422631375800605,-0.07977042000288338,0.06331045048665992,0.2126331289556969,0.19619293237143515,-0.10758352853509068,0.12676084228462411,0.03333877448677913"
P02787,"-0.06493773889056444,0.22350617974459847,0.015871592395991303,0.260095801728664,0.0901335314420977,0.1993410124969975,0.1307112992677033,0.024626270842788386,0.1993067526274727,0.3607953955145384,0.07180363983774414,0.37724146078033527,0.08009832234383572,0.022710358154666033,0.10812563516250108,0.07363644470966292,0.075494696197278,0.005754972895093632,0.5040781627121176,-0.1338790399799147,-0.06543994427029612,0.615194976170523,0.235129075299242,0.12175971188825309,0.08231377439926414,0.035884603504631574,0.2698539160614209,0.3802719664468734,-0.04399298295677748,0.14168045692430603,0.07069284749648734,0.055949981400935475,0.07569812846243727,0.06310310974808375,0.5515989588107334,-0.1630138522731405,0.24527876778886867,-0.010550067712603407,-0.22139098915859834,0.1055615408184651,0.3518855388042992,0.017444475373851496,0.14448426891793933,0.15388663120289747,0.27020949273332895,0.16765652227038086,-0.1394385466923345,0.1957989865585286,0.19029292761143235,0.09820234832092571,0.36131987256252857,0.25973461774490303,-0.10553313528479677,0.16337859531777899,0.16793318721852502,0.11215017744015265,0.2665542368406556,-0.018824143337465835,-0.02413822056723803,0.5167633253928119,0.4127796021472908,-0.12626618159903194,0.13353279205445098,-0.042554714648402985"
P02788,"-0.33158797496062486,-0.3422543032728485,0.31479935219711036,-0.3286058884901969,-0.31436670543886436,0.33743845962416735,-0.3037310933932633,0.3276299278146755,0.3559270517783757,-0.2717770773935205,0.33257042050768015,-0.2803870518736334,0.3483685502819972,0.32106200512023225,0.3355077101682277,0.3510004975940798,-0.34741016546434883,0.37246641740182174,-0.29871378947339555,-0.30338801733439735,0.3136440418735363,-0.22882624617605862,-0.309425308331944,-0.34639842093688983,-0.31037819655974347,0.3274445365269742,-0.3365700383656193,-0.2571734416372359,0.3315106814359251,-0.31355762836480533,0.3458473957867489,0.3274985278722606,0.32865672775202776,0.3530270624471173,-0.25082453966511825,0.28515120609525674,-0.30503785465747213,-0.34141170519290664,0.3389694261295022,-0.3209903314144638,-0.2873001320021058,0.3411793469992726,0.3619318596827503,-0.3383253824350246,-0.32066367361688175,0.37995902639083573,0.34031124810597463,-0.32995600888088056,-0.30263411826025594,0.32826453550854645,-0.2897084829130323,-0.38330117842337186,-0.33283856861212713,0.35368935360982223,0.3563464267423067,0.3531393026472605,0.35735418111911577,0.3534152084537482,-0.34439780061248276,-0.2946898941257823,-0.2907971124520862,0.3339125388735281,-0.329057764401734,-0.32195186512813295"
P02790,"-0.34777271931563747,-0.3783081577217946,0.3311384052934468,-0.3761818867392627,-0.3373724433724883,0.34130015069574554,-0.35321724996249754,0.33045735270548626,0.3512268574070552,-0.33504835001569633,0.3242581068126989,-0.33306949453852736,0.33342517841437824,0.339988235945006,0.33900538896507343,0.32852470005985335,-0.3610717984951646,0.3590769518575613,-0.3509837823408879,-0.31207297557667174,0.3411485168533764,-0.3142878003412663,-0.33846280837889575,-0.3719034724978773,-0.35539256231445115,0.3312582934081633,-0.3807897306917024,-0.3545884656432827,0.34198167060447227,-0.355042229671614,0.3622943682916175,0.3228794289485263,0.3281232289894306,0.37395869266424314,-0.33267688325969164,0.3463435940683431,-0.34764008858544715,-0.3407313550239565,0.3457948357332577,-0.3707758066298547,-0.38004115645434977,0.36055022788787433,0.36232723733110617,-0.36882239613110984,-0.36774837167909863,0.3668435071519105,0.3315105867949827,-0.3729363263070787,-0.3445230868887855,0.3386589334331348,-0.3438104696151096,-0.3902255075917637,-0.3607876484780949,0.36492074542604286,0.34315906646124783,0.36243498078961983,0.32340375601235327,0.3554591690132994,-0.3656377256269094,-0.36263189766234877,-0.3771639110503197,0.3536282470673993,-0.35755458229435344,-0.34400226969129993"
P02792,"-0.2943545143474013,-0.32176750681056304,0.34247282876594765,-0.292451139168864,-0.32226956599135115,0.346014051833451,-0.32881224030729544,0.35338349820344184,0.3550836860614957,-0.29615390284377785,0.3513425904538681,-0.28146203055200786,0.36293729754333603,0.34066765107430047,0.32517760461593287,0.332877616476067,-0.33876485209469387,0.37501111204895804,-0.30135588767564425,-0.31865011173077634,0.3362803960744081,-0.3188396218847094,-0.2979160517746182,-0.2940002488896208,-0.2904438512143855,0.2814852584044508,-0.37323708953044593,-0.21911684982709248,0.3359656420896599,-0.32716072722231077,0.3432643566123665,0.3391112285659975,0.35851164166530053,0.339586495715805,-0.3169765469509875,0.3225294489436427,-0.31476076562755567,-0.32326796462422164,0.3337163818969569,-0.3434311871261858,-0.3104906629300604,0.3275713546426182,0.34692595649745556,-0.3681816433642537,-0.3057661558454843,0.3603813704230131,0.3258702409849837,-0.3125597382653647,-0.29815739565489163,0.33383736896887417,-0.2900420030547064,-0.27251962192474016,-0.34904893559867567,0.36305389989628634,0.3786999494476428,0.37237011818150434,0.36475432174034605,0.33216040827875315,-0.3368772449959616,-0.31965400492779855,-0.2889727720514258,0.37071375915332394,-0.32237506898430446,-0.36009916173854645"
P02794,"-0.2620891186943024,-0.32131328186611957,0.3116702121766017,-0.28233895660246827,-0.27851227416845525,0.28196899291171446,-0.2821157027648418,0.3383756789634219,0.30771296575482376,-0.2547845767029721,0.3375106229649636,-0.25717644204723944,0.3569196829453046,0.2962916229573872,0.27838531587796345,0.2771403297488883,-0.2972020909759216,0.3610525028792902,-0.3704745849871523,-0.29594894173391556,0.3017849220704164,-0.4323119022167381,-0.2788589866888157,-0.257148398829166,-0.23680470874948067,0.2402155222396706,-0.38617390240469146,-0.20110077502668755,0.32070754191661527,-0.2800730428650826,0.27927218283268485,0.2971120925711464,0.33119791955681727,0.27229698842017447,-0.4251519762945261,0.29780316672759827,-0.29819452415641345,-0.2876158714664255,0.35202105681267604,-0.25189579966182246,-0.26852141488005066,0.2602106700659363,0.2902446620716231,-0.29866953907189325,-0.34669570393193255,0.31882539684790656,0.32286905709129593,-0.3147852633473599,-0.2706121818019541,0.27976825038047887,-0.31236237792500143,-0.2853925900499011,-0.278211336044892,0.2996445301823855,0.3275476004298361,0.3051854859599014,0.32495396003932575,0.30770310452158584,-0.27788516660827217,-0.3135928681109429,-0.24087844060501062,0.34207980441154096,-0.32560041077623403,-0.2989860127446112"
P02795,"-0.3569987768623915,-0.37208822873454284,0.32229256589412913,-0.3700898907025156,-0.34790774164805843,0.32781970671830957,-0.3196594825897369,0.34297987871442026,0.35156316930132236,-0.3159457632439804,0.3243099749475026,-0.3428754297869571,0.34704049006973153,0.3433360782727703,0.3447675623903232,0.35995805875333553,-0.3684178795222065,0.34904948057316487,-0.34136553301989386,-0.37337134977168474,0.3684025718793611,-0.26818201909804074,-0.3286406128638757,-0.3712313721563445,-0.3513071547020706,0.3570547518767178,-0.31641391203816455,-0.3347664063720228,0.34966047644290266,-0.3465591252486758,0.3503711924018477,0.321591028520482,0.3322517492423225,0.3622508078475187,-0.33263542993231904,0.3361022036566931,-0.34034386899032393,-0.3537800620419563,0.3173356442828937,-0.3345722091973975,-0.34501867977631917,0.3376311980519628,0.3680749727870904,-0.33277291347346993,-0.34265656805979083,0.3772463218098469,0.3256654072205631,-0.35695437894761467,-0.3362099447555392,0.3344058893985709,-0.3205702352898112,-0.389409182663531,-0.3577031931732592,0.3390636971940445,0.34916822152628785,0.3437957338765607,0.3607897876105137,0.35230049368067035,-0.3463702689887798,-0.3378048952594657,-0.3509987732648536,0.30413450248188706,-0.35725700593303455,-0.351802693814232"
P02818,"-0.3878427367788483,-0.4045529089239828,0.3505375392598481,-0.4119557918267261,-0.3740762666066953,0.34495738988224073,-0.36226976042875586,0.3610010371989952,0.3633157486429857,-0.36540858445717045,0.35825936052873936,-0.3807627936909271,0.3680180818849165,0.3633095150927687,0.35697289520627973,0.36854596420031943,-0.37288201133921745,0.39461510481306444,-0.40722789856932656,-0.3675297666010321,0.36534994562168077,-0.3471229822648445,-0.4026786223471011,-0.40991672038897276,-0.3662723519079651,0.36281347891907584,-0.407371098545255,-0.38439845973404907,0.37431469932242156,-0.3910289571291948,0.3749269260303032,0.3477092154624229,0.3595554373419598,0.3907350014972644,-0.39066303078785763,0.34573863677180866,-0.3762666254513815,-0.3712077108281489,0.3841938426782107,-0.4001999516443801,-0.4060582359634999,0.3728738285369633,0.38014710978120686,-0.3992987215372704,-0.3951540604002315,0.39601875515621326,0.35395212738343595,-0.4081663232095422,-0.36705632372274716,0.3571860034726354,-0.38297530368125177,-0.4424689648655323,-0.42299130542478763,0.3741732027255767,0.3810128791525847,0.38362020166110444,0.36456550059273574,0.38332231336167205,-0.3902000251882989,-0.3871064496999856,-0.39538813166680126,0.38368458286456963,-0.383348471603877,-0.38502116138656917"
P03372,"7.854812030586606,6.800044191405631,-7.64395847156721,7.519120667611114,7.805633122631175,-7.882842167728613,6.94717999922535,-7.848519450212174,-10.060293502678588,7.347853559662015,-8.141370287418207,5.071028875559552,-8.461928018198076,-8.16036383969517,-8.647791991195371,-8.153979222321023,6.993901667050346,-8.779716759973134,1.9710728305259473,7.092130681990148,-8.924094752609156,5.793869240375088,7.053061199336534,7.711369399575545,8.420516975140155,-9.041813327066885,5.427404638670669,3.3954332291132268,-8.572745559810533,7.099516655859211,-8.445899562933807,-8.230289193859473,-7.825104645003651,-8.626483738609469,3.7955649739987156,-6.8878164513512745,7.141982163281557,7.2076086404657325,-8.356936664186154,7.472657488508775,7.01339270234305,-7.913319762235349,-9.168232943024938,7.900588235446773,6.938872439686309,-9.319330471632323,-7.557528435841186,7.218549576997375,7.444450115469527,-8.062924915751935,7.724661138601311,3.296546888510235,7.130888304767531,-8.642299911521858,-8.780136531207926,-7.673981500026538,-9.429319952480126,-8.524452153849973,7.488903046922437,7.260812320873217,6.843218552259156,-7.903593198545576,7.84898562021965,6.207729370885832"
P03886,"-0.26684391777694433,-0.30726348394488706,0.2930136339309839,-0.31432948553223417,-0.23730882240720502,0.31214746845915825,-0.2664408801451865,0.306319587358308,0.3091543536204206,-0.2741051420255482,0.2953907005469218,-0.24685223897991312,0.29695940650893987,0.3166238630531298,0.28719606464210395,0.2548508071691654,-0.32653919239756823,0.26207128735805546,-0.3695283332868786,-0.2274515365216041,0.2708434156734535,-0.27141541897923455,-0.34041386007612684,-0.28648981146715413,-0.2824763012259842,0.30122330146569914,-0.39914420570796677,-0.2860618608717253,0.274070995119071,-0.27389079114310466,0.28967062606419447,0.2451374026485373,0.30001797021178034,0.31081502975568315,-0.3714097431620872,0.30418474383473887,-0.2515679885017295,-0.25378210913322036,0.2769555409635098,-0.2683467859636019,-0.29918864332508704,0.299999142049867,0.27975803421195633,-0.3114615692358447,-0.35594700630371323,0.30395631270859386,0.3167381661576174,-0.2781101917012931,-0.21856808395731803,0.2925091670717697,-0.33067223889327174,-0.2960036034250498,-0.312459521442458,0.3475427886085813,0.3138847876603565,0.2306065261068699,0.3752302684121461,0.32339739240989657,-0.2931798611734285,-0.3803419135726651,-0.3738765383950951,0.31558701747582374,-0.29306429222101865,-0.30374210620246533"
P03950,"-0.32910986419396543,-0.3402429583428595,0.3216817069156552,-0.336519102535933,-0.33569483682370493,0.342042447863392,-0.3100951987884897,0.3221094042316863,0.33223769510862095,-0.2680930476307463,0.3208947193917244,-0.2690364053582029,0.37099841680862294,0.33732209649676537,0.3266387991887771,0.3354302757336782,-0.322658918196246,0.37066982329279746,-0.35891147555884817,-0.30190542168904566,0.34673916488807205,-0.2400780650055503,-0.2574786876295497,-0.33637039064587976,-0.2930912389935701,0.308151012016403,-0.35598760757128745,-0.29761851591576066,0.31908003967566223,-0.3137629781311982,0.33738157418325493,0.32282971659448056,0.319787152694771,0.3463829770866094,-0.3129622602163873,0.3212531736539534,-0.32973758074488213,-0.3082255457258184,0.356714154842317,-0.33739380955925913,-0.3326958471528663,0.3594959589726106,0.33932238823100924,-0.3343741596209034,-0.2977492738972732,0.356291200599448,0.34559566124089175,-0.2789077690071254,-0.29963738265458395,0.318416727336487,-0.24530377293448946,-0.3055971258585061,-0.3761796764635017,0.3636237814807614,0.37117495721752647,0.3562452023345949,0.3783781827185304,0.3587003685407003,-0.3486408359941798,-0.35675224099821357,-0.28927810243618063,0.3323647187519336,-0.34104506308731347,-0.3442350369480309"
P03951,"-0.32001240044253,-0.2484434245738493,0.2977380819682519,-0.28282776470989207,-0.2914724991050517,0.30416496492109474,-0.28504868406132183,0.29380806846409235,0.35329188094956543,-0.2337803918046563,0.31582552907288963,-0.22638374484872378,0.2961631418092816,0.3061353919946461,0.32228657547191136,0.32483992009154317,-0.29633314605411276,0.32305983923332987,-0.15083892982748398,-0.3195893181969006,0.3061581450250803,-0.11692693805620312,-0.24881491332297356,-0.29528289521001533,-0.2780889571254017,0.32403960356410194,-0.2290610792082889,-0.18553290455142976,0.284024235716334,-0.27005688608142164,0.34580974731347586,0.33722619221329575,0.3008738797915668,0.3544354085480771,-0.0629528597742025,0.2615257948049188,-0.25333541062931664,-0.3153977516268276,0.24130011497065312,-0.3023642910705337,-0.2270749094482653,0.32075575451726646,0.36306704707322485,-0.28760738673176794,-0.22086744184748952,0.36200225905442635,0.2545845604668907,-0.2672891355060524,-0.25916014109850016,0.3157364504131968,-0.1969861704369908,-0.21434810745611182,-0.3828729493603581,0.3456898155817807,0.35262607069718216,0.352440698715329,0.3520895376064076,0.31783326850165755,-0.33280682048173305,-0.22609627429715615,-0.22674330110997623,0.2778619592187444,-0.277330413747909,-0.29874357387442674"
P03952,"-0.3497603943395662,-0.2961247072064824,0.3156845191181281,-0.3264846497397843,-0.3183423495563233,0.33133489579170894,-0.32727025004163457,0.3228476442747661,0.36670488412391267,-0.2652659485254977,0.3285707582499805,-0.2712607168333307,0.31878576647989226,0.3221308747094642,0.3320552865763598,0.3407714044936838,-0.3176262145483098,0.3371499716767033,-0.20178291764541859,-0.32931338758146755,0.32271223780967895,-0.16811366679031559,-0.2954033953062779,-0.32839456114984866,-0.31498266656568685,0.3327473771679974,-0.27419160609850035,-0.2308728762430111,0.3093031098458794,-0.2960755667919791,0.35573918128231513,0.3387118931129228,0.31568752693726654,0.37212810412117375,-0.13630771699209168,0.2972564864488734,-0.2891254429184608,-0.33120633383680126,0.29516209644037195,-0.3275821074041587,-0.2768729230525681,0.33958523815901304,0.3660056083275465,-0.3197299776538029,-0.2621613786966834,0.37008599244107604,0.28779969630978713,-0.2994316900632488,-0.2875549414465591,0.3247235272741095,-0.232748121434192,-0.2793551245417343,-0.3929782411461099,0.36006078707149625,0.35487057892009505,0.36723507844291664,0.3547890904334655,0.3420943770277533,-0.348290033548314,-0.2772351515652967,-0.2810606299676252,0.30850253347200196,-0.3220137218417509,-0.3124605722811391"
P04003,"-0.34960064840264926,-0.35688708036093714,0.327562342329158,-0.3614526401944382,-0.33959075433857633,0.3343662446010895,-0.3454480396515053,0.3416302143794902,0.34915466924127325,-0.3208245095496885,0.33775675922251314,-0.3283964540981242,0.34226609847228906,0.3318887830799575,0.3528252677703855,0.34539724366205005,-0.3401625961259079,0.37782743933259005,-0.33158607855415173,-0.33558166921938026,0.34822533761381624,-0.29370762081117885,-0.3445018996618793,-0.36893559155815703,-0.34644156836964624,0.3332812265082821,-0.3655828304768263,-0.30655362212630455,0.3348851729877013,-0.3308318478585141,0.35905816573408167,0.3365372625707805,0.3267232116233674,0.3720302108972143,-0.2967204305327386,0.2988871823230184,-0.32965376276001135,-0.3558435698791241,0.3457862455100114,-0.3708390142478799,-0.33510010966186793,0.3538412283429624,0.3666545508265764,-0.3589983107890409,-0.34468856208058946,0.37912782313621685,0.3324691336678894,-0.3465303251571521,-0.3451427709103428,0.3363755953975566,-0.33846451211311496,-0.38514391518081176,-0.40521619740501286,0.3679468969871337,0.3566454487079825,0.3714720836421345,0.3323094960245748,0.3682045814797435,-0.36921060629154884,-0.32947594335340513,-0.3374964026102406,0.34738243599466717,-0.35340663626101193,-0.34205348187610324"
P04004,"-0.1106994771437316,0.41183624124264884,-0.08515878871554944,0.4278621339738538,0.16680194924153674,0.05717017341738871,0.2013694916377064,-0.10553207272054399,0.128318881619957,0.4162165107326148,0.05867696622535498,0.41907515614421764,-0.11922004454873643,-0.11329620621660888,-0.01781522400755812,0.06809686310581296,0.13005482653520867,0.00410695415278215,0.8155126378717124,-0.44346475247425027,-0.13187652350387596,1.1929746623789803,0.40802006088185916,0.3251714758061946,0.21813857407399492,0.04804261399188464,0.4605882157153828,0.4389946155396826,-0.12665239245515286,0.2931871393219138,0.1400063716103289,0.0004350178557337187,-0.08214867599073841,0.09482583590619956,1.200635042687957,-0.17504858676309287,0.33982587504932316,-0.058653788074404,-0.48325478191515975,0.2120892989162974,0.43532224110531526,-0.067239477730716,0.10661252567237817,0.2973065515417513,0.5073423926140006,0.012384359714619741,-0.44145268485898354,0.2676119057178246,0.363816743690019,-0.08696602306735361,0.7624693071583993,0.47019696064245303,-0.29826746072527927,0.036954374808881515,0.13249811527705024,0.12503472957712364,0.21932425532991923,-0.185488719949326,0.11952920240166975,0.6783426028763866,0.5646705088719006,-0.42213173579552377,0.37188589067135297,-0.08455709382368669"
P04035,"-0.3477869202018075,-0.3419325735935996,0.29591372375114694,-0.36311372292370075,-0.3210969075686241,0.2535657964302534,-0.29293539729801843,0.3201336394519481,0.31740531289578994,-0.31333475067361083,0.3209871799798527,-0.30948843359380285,0.3230691545818123,0.3295999123200254,0.32768241164296236,0.30812773725154197,-0.32701922540140804,0.34139179989741847,-0.36904271114958764,-0.3233381141002519,0.32456691999495124,-0.3740297365403536,-0.3488391712173734,-0.32880400733221676,-0.3328354294198199,0.30631840143991274,-0.3323306564677702,-0.3321334952733735,0.33007694434055773,-0.32152838050001337,0.3337222686862132,0.3126799794626591,0.2982100373227743,0.34462290973363335,-0.4083125649524808,0.3075883739314654,-0.33283612642748106,-0.3160345417042731,0.3385467871457876,-0.310160289993594,-0.33007938852529345,0.3158074592680957,0.3392153356585063,-0.2883122319582748,-0.33932172785746806,0.3364576717796604,0.3310586180491375,-0.3485626902689354,-0.32588367737525503,0.2945061749592721,-0.3535915493843888,-0.3151347653037445,-0.30038420705756935,0.32539762879947437,0.33564194447414214,0.31440871917414037,0.32753235494511984,0.3434490609713474,-0.3179630160659239,-0.38268288295684105,-0.35658091965327005,0.3612451217958892,-0.31415853473752836,-0.34561585009910506"
P04040,"0.12226154201223108,0.04072395108353055,0.01575872199777302,0.32869863446179104,0.0009222465704867075,0.18436138558026574,0.025060870961553232,-0.013145049616183001,0.008921934888658285,0.0877070881307064,-0.18997246268879797,-0.06247413845694975,-0.11197052235013955,-0.08818210125402036,-0.13926121682937545,0.09519364646311083,-0.10872943336481718,-0.3094576196439276,-0.13993243795971932,0.06251014688446074,-0.19243951625870157,0.5816643905471425,0.09655606138609647,0.05789815732308842,0.024131306156207424,0.01550552252967671,0.33768115991382175,-0.23648090971703473,-0.07032256755104233,0.09684708342817099,-0.19727930364383411,-0.07072431537377176,0.013077403043850796,-0.1663862607419203,0.47668276721759273,0.2197071757195597,0.07351462630447485,0.16436684617548655,-0.24327964156539508,0.15501737857372536,0.07070003161709902,-0.05732484508888301,-0.10739228940771069,0.12353086147955442,-0.19599930775328167,-0.12545666639186595,0.14730290874152302,0.010375292056589602,0.03366819133529366,0.18564106215337078,0.06308043713779915,0.22247532034730666,0.2541464989470841,-0.0476928135102353,-0.028118040426765294,-0.15666089381207693,0.015246068831036462,-0.13827722281593902,0.08388368916979323,0.27001133284739515,0.328453004260868,-0.04310962667593553,0.11493318703877942,0.06992634719579045"
P04049,"1.2361593796316122,2.245653637983873,-1.708854696873073,1.890609813503404,1.2250598796569387,-2.06482253121654,1.5061231628722933,-1.5829305757876229,-1.8807731113517157,1.1374856857960773,-1.3686496546524765,0.8346371142330897,-1.4484512592743044,-1.294159293016029,-1.3546288507163755,-1.9345157855343897,1.9184212995549308,-0.705172903099846,1.3175452278231976,1.3242500398745398,-0.9787757218219981,0.00823040276975739,1.2437204603891128,1.8857553733107455,1.6864832655082722,-1.4674484535676673,1.6266460298715346,1.8351088229878825,-1.4481170235276188,1.5020860026778526,-1.4196280485364432,-1.2572670817408225,-1.866281039767787,-1.8300891084667132,1.9552562429717508,-2.1355008240151743,1.6368582325573555,1.210471260240305,-1.1969514729944364,1.499012306257739,1.316424913884516,-1.8584912114933358,-1.6715869539937258,1.3202787738874284,2.4113509501026833,-1.8423294588098011,-2.238802665512267,1.893579858153623,1.5488312461750178,-2.108460413906235,1.9147346775019405,2.2130070337911696,1.5023815192673236,-1.9359431759270878,-2.000108959955983,-1.2902675826725816,-1.7134128031401374,-1.661460555391877,1.5891647276781875,1.5829165120171091,1.5144040513311827,-1.785951184092885,1.060599720159519,1.5992148371418038"
